ProductionEventID,EventTimestamp,DateKey,UnitCode,ShiftKey,ClockHour,HourOfShift,AreaID,ActivityID,Quantity,UnitOfMeasure,EventDurationMinutes,HaulDistanceKm,RoadConditionIndex,CongestionIndex,PayloadTonnes,MaterialType,SourceSystem
P-0135152,2026-02-05 04:00:00,20260205,UV-001,NIGHT-B,4,10,A04,ACT-AUX,0.869,trips,45.19,,,,,,DeswikOps-SIM
P-0122779,2026-02-05 04:30:00,20260205,JD-001,NIGHT-B,4,10,A02,ACT-DEV,1.635,m,56.98,,,,,,DeswikOps-SIM
P-0116674,2026-02-05 04:30:00,20260205,LH-003,NIGHT-B,4,10,A01,ACT-LOAD,132.326,t,35.36,0.945,0.814,0.207,132.326,Ore,Pitram-SIM
P-0002475,2026-02-05 04:30:00,20260205,TR-001,NIGHT-B,4,10,A01,ACT-HAUL,49.522,t,35.07,2.346,0.945,0.216,49.522,Ore,Pitram-SIM
P-0052937,2026-02-05 04:30:00,20260205,TR-007,NIGHT-B,4,10,A01,ACT-HAUL,41.1,t,31.05,1.784,0.845,0.256,41.1,Ore,Pitram-SIM
P-0094720,2026-02-05 04:30:00,20260205,TR-012,NIGHT-B,4,10,A02,ACT-HAUL,34.447,t,28.22,2.013,0.879,0.222,34.447,Ore,Pitram-SIM
P-0131494,2026-02-05 04:30:00,20260205,UV-004,NIGHT-B,4,10,A04,ACT-AUX,0.649,trips,34.83,,,,,,DeswikOps-SIM
P-0125402,2026-02-05 05:00:00,20260205,BT-005,NIGHT-B,5,11,A03,ACT-GS,0.828,bolts,46.55,,,,,,DeswikOps-SIM
P-0110784,2026-02-05 05:00:00,20260205,LH-003,NIGHT-B,5,11,A01,ACT-LOAD,152.671,t,25.66,1.069,0.844,0.496,152.671,Ore,Pitram-SIM
P-0002476,2026-02-05 05:00:00,20260205,TR-001,NIGHT-B,5,11,A01,ACT-HAUL,54.915,t,40.81,2.07,0.547,0.685,54.915,Ore,Pitram-SIM
P-0052938,2026-02-05 05:00:00,20260205,TR-007,NIGHT-B,5,11,A01,ACT-HAUL,50.405,t,32.65,2.041,0.745,0.166,50.405,Ore,Pitram-SIM
P-0094721,2026-02-05 05:00:00,20260205,TR-012,NIGHT-B,5,11,A01,ACT-HAUL,44.084,t,30.71,1.816,0.875,0.316,44.084,Ore,Pitram-SIM
P-0130217,2026-02-05 05:30:00,20260205,BT-005,NIGHT-B,5,11,A03,ACT-GS,1.068,bolts,31.23,,,,,,DeswikOps-SIM
P-0124548,2026-02-05 05:30:00,20260205,BT-006,NIGHT-B,5,11,A03,ACT-GS,1.084,bolts,41.12,,,,,,DeswikOps-SIM
P-0002477,2026-02-05 05:30:00,20260205,TR-001,NIGHT-B,5,11,A01,ACT-HAUL,46.144,t,30.15,1.65,0.741,0.176,46.144,Ore,Pitram-SIM
P-0010989,2026-02-05 05:30:00,20260205,TR-002,NIGHT-B,5,11,A01,ACT-HAUL,46.564,t,32.97,1.912,0.782,0.334,46.564,Ore,Pitram-SIM
P-0052939,2026-02-05 05:30:00,20260205,TR-007,NIGHT-B,5,11,A01,ACT-HAUL,47.511,t,31.11,1.942,0.961,0.122,47.511,Ore,Pitram-SIM
P-0102940,2026-02-05 06:00:00,20260205,LH-003,DAY-A,6,0,A03,ACT-LOAD,157.868,t,24.87,0.186,0.744,0.365,157.868,Ore,Pitram-SIM
P-0010990,2026-02-05 06:00:00,20260205,TR-002,DAY-A,6,0,A01,ACT-HAUL,56.17,t,33.99,1.957,0.821,0.092,56.17,Ore,Pitram-SIM
P-0052940,2026-02-05 06:00:00,20260205,TR-007,DAY-A,6,0,A01,ACT-HAUL,54.875,t,38.09,2.266,0.865,0.637,54.875,Ore,Pitram-SIM
P-0094722,2026-02-05 06:00:00,20260205,TR-012,DAY-A,6,0,A01,ACT-HAUL,45.486,t,30.61,1.85,0.759,0.332,45.486,Ore,Pitram-SIM
P-0102417,2026-02-05 06:30:00,20260205,LH-004,DAY-A,6,0,A01,ACT-LOAD,170.229,t,32.63,0.712,0.816,0.304,170.229,Ore,Pitram-SIM
P-0107961,2026-02-05 06:30:00,20260205,LH-005,DAY-A,6,0,A01,ACT-LOAD,180.421,t,42.0,1.045,0.925,0.344,180.421,Ore,Pitram-SIM
P-0002478,2026-02-05 06:30:00,20260205,TR-001,DAY-A,6,0,A01,ACT-HAUL,52.987,t,28.69,1.796,0.776,0.26,52.987,Ore,Pitram-SIM
P-0010991,2026-02-05 06:30:00,20260205,TR-002,DAY-A,6,0,A01,ACT-HAUL,47.202,t,33.95,2.1,0.697,0.16,47.202,Ore,Pitram-SIM
P-0052941,2026-02-05 06:30:00,20260205,TR-007,DAY-A,6,0,A01,ACT-HAUL,47.443,t,32.6,2.165,0.823,0.276,47.443,Ore,Pitram-SIM
P-0069963,2026-02-05 06:30:00,20260205,TR-009,DAY-A,6,0,A02,ACT-HAUL,49.0,t,32.66,1.993,0.788,0.343,49.0,Ore,Pitram-SIM
P-0078472,2026-02-05 06:30:00,20260205,TR-010,DAY-A,6,0,A01,ACT-HAUL,44.229,t,33.27,1.849,0.71,0.375,44.229,Ore,Pitram-SIM
P-0094723,2026-02-05 06:30:00,20260205,TR-012,DAY-A,6,0,A03,ACT-HAUL,46.558,t,35.79,2.037,0.634,0.243,46.558,Ore,Pitram-SIM
P-0114273,2026-02-05 07:00:00,20260205,LH-001,DAY-A,7,1,A01,ACT-LOAD,191.674,t,20.48,0.386,0.866,0.203,191.674,Ore,Pitram-SIM
P-0002479,2026-02-05 07:00:00,20260205,TR-001,DAY-A,7,1,A01,ACT-HAUL,45.859,t,30.0,1.745,0.836,0.132,45.859,Ore,Pitram-SIM
P-0010992,2026-02-05 07:00:00,20260205,TR-002,DAY-A,7,1,A01,ACT-HAUL,32.841,t,38.12,2.16,0.64,0.246,32.841,Ore,Pitram-SIM
P-0052942,2026-02-05 07:00:00,20260205,TR-007,DAY-A,7,1,A01,ACT-HAUL,49.807,t,34.46,2.221,0.802,0.238,49.807,Ore,Pitram-SIM
P-0069964,2026-02-05 07:00:00,20260205,TR-009,DAY-A,7,1,A01,ACT-HAUL,48.883,t,34.54,1.947,0.873,0.112,48.883,Ore,Pitram-SIM
P-0078473,2026-02-05 07:00:00,20260205,TR-010,DAY-A,7,1,A01,ACT-HAUL,49.221,t,32.55,2.02,0.727,0.234,49.221,Ore,Pitram-SIM
P-0094724,2026-02-05 07:00:00,20260205,TR-012,DAY-A,7,1,A01,ACT-HAUL,38.783,t,25.69,1.759,0.794,0.331,38.783,Ore,Pitram-SIM
P-0123788,2026-02-05 07:30:00,20260205,BT-006,DAY-A,7,1,A03,ACT-GS,1.215,bolts,35.01,,,,,,DeswikOps-SIM
P-0103154,2026-02-05 07:30:00,20260205,LH-001,DAY-A,7,1,A01,ACT-LOAD,239.523,t,16.28,0.795,0.756,0.096,239.523,Ore,Pitram-SIM
P-0002480,2026-02-05 07:30:00,20260205,TR-001,DAY-A,7,1,A01,ACT-HAUL,49.586,t,39.86,2.234,0.676,0.234,49.586,Ore,Pitram-SIM
P-0010993,2026-02-05 07:30:00,20260205,TR-002,DAY-A,7,1,A01,ACT-HAUL,48.235,t,33.28,2.061,0.886,0.114,48.235,Ore,Pitram-SIM
P-0052943,2026-02-05 07:30:00,20260205,TR-007,DAY-A,7,1,A01,ACT-HAUL,47.514,t,31.12,2.068,0.867,0.196,47.514,Ore,Pitram-SIM
P-0069965,2026-02-05 07:30:00,20260205,TR-009,DAY-A,7,1,A01,ACT-HAUL,38.489,t,35.62,1.938,0.833,0.175,38.489,Ore,Pitram-SIM
P-0078474,2026-02-05 07:30:00,20260205,TR-010,DAY-A,7,1,A01,ACT-HAUL,56.683,t,29.02,1.754,0.751,0.485,56.683,Ore,Pitram-SIM
P-0102835,2026-02-05 08:00:00,20260205,LH-008,DAY-A,8,2,A01,ACT-LOAD,212.533,t,19.21,0.143,0.83,0.382,212.533,Ore,Pitram-SIM
P-0002481,2026-02-05 08:00:00,20260205,TR-001,DAY-A,8,2,A01,ACT-HAUL,48.274,t,30.5,1.897,0.737,0.347,48.274,Ore,Pitram-SIM
P-0010994,2026-02-05 08:00:00,20260205,TR-002,DAY-A,8,2,A01,ACT-HAUL,32.555,t,33.6,2.01,0.857,0.477,32.555,Ore,Pitram-SIM
P-0061284,2026-02-05 08:00:00,20260205,TR-008,DAY-A,8,2,A01,ACT-HAUL,54.227,t,30.13,1.82,0.792,0.048,54.227,Ore,Pitram-SIM
P-0069966,2026-02-05 08:00:00,20260205,TR-009,DAY-A,8,2,A01,ACT-HAUL,46.936,t,36.1,1.923,0.729,0.457,46.936,Ore,Pitram-SIM
P-0078475,2026-02-05 08:00:00,20260205,TR-010,DAY-A,8,2,A01,ACT-HAUL,43.242,t,34.23,1.928,0.668,0.287,43.242,Ore,Pitram-SIM
P-0107951,2026-02-05 08:30:00,20260205,LH-001,DAY-A,8,2,A01,ACT-LOAD,156.736,t,25.39,0.633,0.8,0.031,156.736,Ore,Pitram-SIM
P-0103702,2026-02-05 08:30:00,20260205,LH-007,DAY-A,8,2,A01,ACT-LOAD,204.067,t,14.43,0.813,0.728,0.065,204.067,Ore,Pitram-SIM
P-0010995,2026-02-05 08:30:00,20260205,TR-002,DAY-A,8,2,A01,ACT-HAUL,40.042,t,33.03,1.917,0.83,0.118,40.042,Ore,Pitram-SIM
P-0027710,2026-02-05 08:30:00,20260205,TR-004,DAY-A,8,2,A01,ACT-HAUL,44.752,t,29.83,1.938,0.626,0.08,44.752,Ore,Pitram-SIM
P-0061285,2026-02-05 08:30:00,20260205,TR-008,DAY-A,8,2,A01,ACT-HAUL,52.445,t,35.71,2.172,0.85,0.177,52.445,Ore,Pitram-SIM
P-0112905,2026-02-05 09:00:00,20260205,LH-005,DAY-A,9,3,A01,ACT-LOAD,116.682,t,23.64,0.245,1.0,0.117,116.682,Ore,Pitram-SIM
P-0108151,2026-02-05 09:00:00,20260205,LH-007,DAY-A,9,3,A01,ACT-LOAD,179.624,t,29.81,0.958,0.787,0.111,179.624,Ore,Pitram-SIM
P-0010996,2026-02-05 09:00:00,20260205,TR-002,DAY-A,9,3,A01,ACT-HAUL,48.042,t,31.75,2.059,0.787,0.329,48.042,Ore,Pitram-SIM
P-0027711,2026-02-05 09:00:00,20260205,TR-004,DAY-A,9,3,A01,ACT-HAUL,43.673,t,28.96,2.164,0.926,0.058,43.673,Ore,Pitram-SIM
P-0061286,2026-02-05 09:00:00,20260205,TR-008,DAY-A,9,3,A01,ACT-HAUL,47.403,t,36.19,2.341,0.706,0.076,47.403,Ore,Pitram-SIM
P-0010997,2026-02-05 09:30:00,20260205,TR-002,DAY-A,9,3,A03,ACT-HAUL,44.317,t,35.66,2.067,0.976,0.341,44.317,Ore,Pitram-SIM
P-0027712,2026-02-05 09:30:00,20260205,TR-004,DAY-A,9,3,A04,ACT-HAUL,40.503,t,29.82,2.039,0.794,0.197,40.503,Ore,Pitram-SIM
P-0061287,2026-02-05 09:30:00,20260205,TR-008,DAY-A,9,3,A01,ACT-HAUL,52.524,t,34.54,2.318,0.794,0.204,52.524,Ore,Pitram-SIM
P-0125599,2026-02-05 10:00:00,20260205,BT-004,DAY-A,10,4,A03,ACT-GS,0.758,bolts,52.21,,,,,,DeswikOps-SIM
P-0002482,2026-02-05 10:00:00,20260205,TR-001,DAY-A,10,4,A01,ACT-HAUL,51.802,t,37.04,2.271,0.839,0.209,51.802,Ore,Pitram-SIM
P-0027713,2026-02-05 10:00:00,20260205,TR-004,DAY-A,10,4,A01,ACT-HAUL,52.626,t,31.3,1.993,0.817,0.309,52.626,Ore,Pitram-SIM
P-0052944,2026-02-05 10:00:00,20260205,TR-007,DAY-A,10,4,A01,ACT-HAUL,50.897,t,34.35,2.096,0.788,0.248,50.897,Ore,Pitram-SIM
P-0061288,2026-02-05 10:00:00,20260205,TR-008,DAY-A,10,4,A01,ACT-HAUL,48.486,t,29.65,2.127,0.627,0.152,48.486,Ore,Pitram-SIM
P-0094725,2026-02-05 10:00:00,20260205,TR-012,DAY-A,10,4,A01,ACT-HAUL,50.316,t,32.11,2.06,0.906,0.375,50.316,Ore,Pitram-SIM
P-0127091,2026-02-05 10:30:00,20260205,BT-004,DAY-A,10,4,A03,ACT-GS,1.165,bolts,37.82,,,,,,DeswikOps-SIM
P-0104533,2026-02-05 10:30:00,20260205,LH-005,DAY-A,10,4,A01,ACT-LOAD,147.969,t,37.71,0.338,0.98,0.123,147.969,Ore,Pitram-SIM
P-0002483,2026-02-05 10:30:00,20260205,TR-001,DAY-A,10,4,A01,ACT-HAUL,52.135,t,33.88,2.013,0.831,0.388,52.135,Ore,Pitram-SIM
P-0010998,2026-02-05 10:30:00,20260205,TR-002,DAY-A,10,4,A01,ACT-HAUL,45.092,t,33.34,2.35,0.959,0.123,45.092,Ore,Pitram-SIM
P-0027714,2026-02-05 10:30:00,20260205,TR-004,DAY-A,10,4,A01,ACT-HAUL,38.499,t,29.71,2.136,0.834,0.244,38.499,Ore,Pitram-SIM
P-0061289,2026-02-05 10:30:00,20260205,TR-008,DAY-A,10,4,A01,ACT-HAUL,48.411,t,33.88,2.109,0.874,0.217,48.411,Ore,Pitram-SIM
P-0094726,2026-02-05 10:30:00,20260205,TR-012,DAY-A,10,4,A01,ACT-HAUL,43.154,t,33.36,2.222,0.683,0.091,43.154,Ore,Pitram-SIM
P-0114892,2026-02-05 11:00:00,20260205,LH-006,DAY-A,11,5,A01,ACT-LOAD,106.678,t,24.3,0.673,0.766,0.273,106.678,Ore,Pitram-SIM
P-0002484,2026-02-05 11:00:00,20260205,TR-001,DAY-A,11,5,A01,ACT-HAUL,52.113,t,29.39,1.765,0.875,0.613,52.113,Ore,Pitram-SIM
P-0010999,2026-02-05 11:00:00,20260205,TR-002,DAY-A,11,5,A01,ACT-HAUL,52.35,t,32.52,2.025,0.645,0.272,52.35,Ore,Pitram-SIM
P-0027715,2026-02-05 11:00:00,20260205,TR-004,DAY-A,11,5,A01,ACT-HAUL,48.87,t,32.85,2.253,0.775,0.126,48.87,Ore,Pitram-SIM
P-0061290,2026-02-05 11:00:00,20260205,TR-008,DAY-A,11,5,A01,ACT-HAUL,47.74,t,37.62,2.086,0.943,0.396,47.74,Ore,Pitram-SIM
P-0078476,2026-02-05 11:00:00,20260205,TR-010,DAY-A,11,5,A01,ACT-HAUL,51.259,t,30.28,2.055,0.821,0.113,51.259,Ore,Pitram-SIM
P-0094727,2026-02-05 11:00:00,20260205,TR-012,DAY-A,11,5,A01,ACT-HAUL,44.324,t,34.68,2.051,0.739,0.21,44.324,Ore,Pitram-SIM
P-0114807,2026-02-05 11:30:00,20260205,LH-007,DAY-A,11,5,A01,ACT-LOAD,128.305,t,20.99,0.61,0.768,0.19,128.305,Ore,Pitram-SIM
P-0002485,2026-02-05 11:30:00,20260205,TR-001,DAY-A,11,5,A01,ACT-HAUL,49.047,t,30.94,1.979,0.966,0.22,49.047,Ore,Pitram-SIM
P-0011000,2026-02-05 11:30:00,20260205,TR-002,DAY-A,11,5,A01,ACT-HAUL,45.934,t,33.94,2.027,0.802,0.64,45.934,Ore,Pitram-SIM
P-0027716,2026-02-05 11:30:00,20260205,TR-004,DAY-A,11,5,A01,ACT-HAUL,52.284,t,31.66,2.142,0.8,0.298,52.284,Ore,Pitram-SIM
P-0061291,2026-02-05 11:30:00,20260205,TR-008,DAY-A,11,5,A01,ACT-HAUL,41.42,t,31.18,1.868,0.735,0.321,41.42,Ore,Pitram-SIM
P-0069967,2026-02-05 11:30:00,20260205,TR-009,DAY-A,11,5,A01,ACT-HAUL,45.006,t,26.08,1.65,0.767,0.19,45.006,Ore,Pitram-SIM
P-0078477,2026-02-05 11:30:00,20260205,TR-010,DAY-A,11,5,A01,ACT-HAUL,44.029,t,27.96,2.128,0.843,0.316,44.029,Ore,Pitram-SIM
P-0094728,2026-02-05 11:30:00,20260205,TR-012,DAY-A,11,5,A02,ACT-HAUL,53.1,t,30.29,1.939,0.725,0.158,53.1,Ore,Pitram-SIM
P-0002486,2026-02-05 12:00:00,20260205,TR-001,DAY-A,12,6,A01,ACT-HAUL,50.758,t,31.44,2.002,0.929,0.308,50.758,Ore,Pitram-SIM
P-0011001,2026-02-05 12:00:00,20260205,TR-002,DAY-A,12,6,A01,ACT-HAUL,51.032,t,28.79,2.058,0.857,0.244,51.032,Ore,Pitram-SIM
P-0061292,2026-02-05 12:00:00,20260205,TR-008,DAY-A,12,6,A01,ACT-HAUL,46.999,t,32.74,2.186,0.766,0.265,46.999,Ore,Pitram-SIM
P-0069968,2026-02-05 12:00:00,20260205,TR-009,DAY-A,12,6,A01,ACT-HAUL,45.466,t,28.62,2.122,0.771,0.027,45.466,Ore,Pitram-SIM
P-0078478,2026-02-05 12:00:00,20260205,TR-010,DAY-A,12,6,A01,ACT-HAUL,39.758,t,29.09,1.842,0.812,0.24,39.758,Ore,Pitram-SIM
P-0094729,2026-02-05 12:00:00,20260205,TR-012,DAY-A,12,6,A01,ACT-HAUL,49.143,t,31.22,1.954,0.792,0.195,49.143,Ore,Pitram-SIM
P-0002487,2026-02-05 12:30:00,20260205,TR-001,DAY-A,12,6,A01,ACT-HAUL,41.226,t,35.25,2.115,0.854,0.088,41.226,Ore,Pitram-SIM
P-0011002,2026-02-05 12:30:00,20260205,TR-002,DAY-A,12,6,A01,ACT-HAUL,48.967,t,28.1,1.796,0.912,0.26,48.967,Ore,Pitram-SIM
P-0061293,2026-02-05 12:30:00,20260205,TR-008,DAY-A,12,6,A01,ACT-HAUL,41.567,t,37.39,2.287,0.798,0.08,41.567,Ore,Pitram-SIM
P-0069969,2026-02-05 12:30:00,20260205,TR-009,DAY-A,12,6,A01,ACT-HAUL,47.311,t,32.67,2.096,0.831,0.27,47.311,Ore,Pitram-SIM
P-0078479,2026-02-05 12:30:00,20260205,TR-010,DAY-A,12,6,A01,ACT-HAUL,51.891,t,29.37,2.074,0.77,0.234,51.891,Ore,Pitram-SIM
P-0094730,2026-02-05 12:30:00,20260205,TR-012,DAY-A,12,6,A01,ACT-HAUL,50.432,t,37.41,2.173,0.777,0.112,50.432,Ore,Pitram-SIM
P-0135475,2026-02-05 12:30:00,20260205,UV-003,DAY-A,12,6,A04,ACT-AUX,1.08,trips,21.18,,,,,,DeswikOps-SIM
P-0121170,2026-02-05 13:00:00,20260205,JD-006,DAY-A,13,7,A02,ACT-DEV,2.795,m,51.0,,,,,,DeswikOps-SIM
P-0002488,2026-02-05 13:00:00,20260205,TR-001,DAY-A,13,7,A01,ACT-HAUL,50.243,t,29.01,2.04,0.882,0.11,50.243,Ore,Pitram-SIM
P-0061294,2026-02-05 13:00:00,20260205,TR-008,DAY-A,13,7,A01,ACT-HAUL,39.362,t,25.28,1.747,0.769,0.198,39.362,Ore,Pitram-SIM
P-0078480,2026-02-05 13:00:00,20260205,TR-010,DAY-A,13,7,A01,ACT-HAUL,46.564,t,32.53,1.884,0.712,0.296,46.564,Ore,Pitram-SIM
P-0094731,2026-02-05 13:00:00,20260205,TR-012,DAY-A,13,7,A01,ACT-HAUL,47.642,t,36.16,2.004,0.782,0.49,47.642,Ore,Pitram-SIM
P-0119544,2026-02-05 13:30:00,20260205,JD-005,DAY-A,13,7,A02,ACT-DEV,2.179,m,47.45,,,,,,DeswikOps-SIM
P-0123360,2026-02-05 13:30:00,20260205,JD-006,DAY-A,13,7,A02,ACT-DEV,1.384,m,55.16,,,,,,DeswikOps-SIM
P-0105993,2026-02-05 13:30:00,20260205,LH-006,DAY-A,13,7,A01,ACT-LOAD,286.618,t,22.32,0.05,0.821,0.444,286.618,Ore,Pitram-SIM
P-0002489,2026-02-05 13:30:00,20260205,TR-001,DAY-A,13,7,A01,ACT-HAUL,34.244,t,32.57,2.05,0.875,0.131,34.244,Ore,Pitram-SIM
P-0027717,2026-02-05 13:30:00,20260205,TR-004,DAY-A,13,7,A01,ACT-HAUL,48.98,t,30.93,2.001,0.78,0.255,48.98,Ore,Pitram-SIM
P-0052945,2026-02-05 13:30:00,20260205,TR-007,DAY-A,13,7,A02,ACT-HAUL,43.947,t,28.29,1.75,0.867,0.385,43.947,Ore,Pitram-SIM
P-0061295,2026-02-05 13:30:00,20260205,TR-008,DAY-A,13,7,A01,ACT-HAUL,47.534,t,36.69,2.153,0.747,0.078,47.534,Ore,Pitram-SIM
P-0078481,2026-02-05 13:30:00,20260205,TR-010,DAY-A,13,7,A01,ACT-HAUL,44.016,t,35.27,2.184,0.74,0.329,44.016,Ore,Pitram-SIM
P-0094732,2026-02-05 13:30:00,20260205,TR-012,DAY-A,13,7,A04,ACT-HAUL,39.923,t,41.88,2.35,0.681,0.603,39.923,Ore,Pitram-SIM
P-0110211,2026-02-05 14:00:00,20260205,LH-004,DAY-A,14,8,A01,ACT-LOAD,162.661,t,31.42,0.603,0.927,0.281,162.661,Ore,Pitram-SIM
P-0002490,2026-02-05 14:00:00,20260205,TR-001,DAY-A,14,8,A01,ACT-HAUL,40.289,t,30.11,1.687,0.676,0.143,40.289,Ore,Pitram-SIM
P-0027718,2026-02-05 14:00:00,20260205,TR-004,DAY-A,14,8,A01,ACT-HAUL,46.815,t,35.72,2.089,0.701,0.366,46.815,Ore,Pitram-SIM
P-0052946,2026-02-05 14:00:00,20260205,TR-007,DAY-A,14,8,A01,ACT-HAUL,48.616,t,29.99,2.018,0.667,0.488,48.616,Ore,Pitram-SIM
P-0061296,2026-02-05 14:00:00,20260205,TR-008,DAY-A,14,8,A01,ACT-HAUL,47.648,t,38.54,2.242,0.723,0.257,47.648,Ore,Pitram-SIM
P-0078482,2026-02-05 14:00:00,20260205,TR-010,DAY-A,14,8,A01,ACT-HAUL,57.318,t,31.03,1.944,0.669,0.263,57.318,Ore,Pitram-SIM
P-0094733,2026-02-05 14:00:00,20260205,TR-012,DAY-A,14,8,A01,ACT-HAUL,43.481,t,30.69,1.949,0.836,0.358,43.481,Ore,Pitram-SIM
P-0111574,2026-02-05 14:30:00,20260205,LH-008,DAY-A,14,8,A01,ACT-LOAD,149.886,t,27.87,0.503,0.888,0.268,149.886,Ore,Pitram-SIM
P-0002491,2026-02-05 14:30:00,20260205,TR-001,DAY-A,14,8,A01,ACT-HAUL,47.687,t,28.92,2.001,0.829,0.291,47.687,Ore,Pitram-SIM
P-0027719,2026-02-05 14:30:00,20260205,TR-004,DAY-A,14,8,A03,ACT-HAUL,49.694,t,33.54,2.01,0.824,0.476,49.694,Ore,Pitram-SIM
P-0052947,2026-02-05 14:30:00,20260205,TR-007,DAY-A,14,8,A01,ACT-HAUL,44.069,t,28.42,1.926,0.835,0.105,44.069,Ore,Pitram-SIM
P-0061297,2026-02-05 14:30:00,20260205,TR-008,DAY-A,14,8,A01,ACT-HAUL,45.934,t,26.29,1.971,0.849,0.23,45.934,Ore,Pitram-SIM
P-0078483,2026-02-05 14:30:00,20260205,TR-010,DAY-A,14,8,A01,ACT-HAUL,58.093,t,37.1,2.103,0.813,0.608,58.093,Ore,Pitram-SIM
P-0094734,2026-02-05 14:30:00,20260205,TR-012,DAY-A,14,8,A03,ACT-HAUL,51.1,t,29.67,2.08,0.764,0.083,51.1,Ore,Pitram-SIM
P-0135538,2026-02-05 14:30:00,20260205,UV-003,DAY-A,14,8,A04,ACT-AUX,0.931,trips,32.44,,,,,,DeswikOps-SIM
P-0124307,2026-02-05 15:00:00,20260205,BT-003,DAY-A,15,9,A03,ACT-GS,1.557,bolts,29.33,,,,,,DeswikOps-SIM
P-0002492,2026-02-05 15:00:00,20260205,TR-001,DAY-A,15,9,A01,ACT-HAUL,45.477,t,33.42,2.042,0.681,0.169,45.477,Ore,Pitram-SIM
P-0036028,2026-02-05 15:00:00,20260205,TR-005,DAY-A,15,9,A01,ACT-HAUL,45.179,t,34.58,2.086,0.841,0.125,45.179,Ore,Pitram-SIM
P-0052948,2026-02-05 15:00:00,20260205,TR-007,DAY-A,15,9,A01,ACT-HAUL,40.861,t,30.84,1.908,0.807,0.631,40.861,Ore,Pitram-SIM
P-0061298,2026-02-05 15:00:00,20260205,TR-008,DAY-A,15,9,A04,ACT-HAUL,47.781,t,28.09,1.886,0.815,0.034,47.781,Ore,Pitram-SIM
P-0078484,2026-02-05 15:00:00,20260205,TR-010,DAY-A,15,9,A01,ACT-HAUL,41.178,t,31.54,1.98,0.909,0.336,41.178,Ore,Pitram-SIM
P-0129111,2026-02-05 15:30:00,20260205,BT-003,DAY-A,15,9,A03,ACT-GS,0.779,bolts,33.0,,,,,,DeswikOps-SIM
P-0120627,2026-02-05 15:30:00,20260205,JD-001,DAY-A,15,9,A02,ACT-DEV,1.757,m,64.82,,,,,,DeswikOps-SIM
P-0120334,2026-02-05 15:30:00,20260205,JD-003,DAY-A,15,9,A02,ACT-DEV,1.232,m,62.69,,,,,,DeswikOps-SIM
P-0109459,2026-02-05 15:30:00,20260205,LH-006,DAY-A,15,9,A01,ACT-LOAD,175.945,t,30.46,0.774,0.844,0.287,175.945,Ore,Pitram-SIM
P-0002493,2026-02-05 15:30:00,20260205,TR-001,DAY-A,15,9,A01,ACT-HAUL,47.221,t,27.28,1.879,0.862,0.618,47.221,Ore,Pitram-SIM
P-0052949,2026-02-05 15:30:00,20260205,TR-007,DAY-A,15,9,A01,ACT-HAUL,42.705,t,30.73,1.848,0.698,0.234,42.705,Ore,Pitram-SIM
P-0061299,2026-02-05 15:30:00,20260205,TR-008,DAY-A,15,9,A01,ACT-HAUL,44.479,t,27.44,1.798,0.695,0.115,44.479,Ore,Pitram-SIM
P-0078485,2026-02-05 15:30:00,20260205,TR-010,DAY-A,15,9,A04,ACT-HAUL,38.8,t,31.47,1.719,0.774,0.248,38.8,Ore,Pitram-SIM
P-0131795,2026-02-05 15:30:00,20260205,UV-003,DAY-A,15,9,A04,ACT-AUX,1.104,trips,27.1,,,,,,DeswikOps-SIM
P-0133630,2026-02-05 15:30:00,20260205,UV-004,DAY-A,15,9,A04,ACT-AUX,0.661,trips,21.77,,,,,,DeswikOps-SIM
P-0114967,2026-02-05 16:00:00,20260205,LH-001,DAY-A,16,10,A02,ACT-LOAD,225.692,t,29.94,0.875,0.784,0.343,225.692,Ore,Pitram-SIM
P-0104390,2026-02-05 16:00:00,20260205,LH-006,DAY-A,16,10,A01,ACT-LOAD,218.189,t,28.63,0.245,0.749,0.672,218.189,Ore,Pitram-SIM
P-0115101,2026-02-05 16:00:00,20260205,LH-008,DAY-A,16,10,A03,ACT-LOAD,214.601,t,9.4,0.474,0.744,0.512,214.601,Ore,Pitram-SIM
P-0002494,2026-02-05 16:00:00,20260205,TR-001,DAY-A,16,10,A01,ACT-HAUL,50.156,t,25.37,1.749,0.969,0.192,50.156,Ore,Pitram-SIM
P-0011003,2026-02-05 16:00:00,20260205,TR-002,DAY-A,16,10,A01,ACT-HAUL,49.061,t,28.41,2.082,0.818,0.005,49.061,Ore,Pitram-SIM
P-0052950,2026-02-05 16:00:00,20260205,TR-007,DAY-A,16,10,A01,ACT-HAUL,40.003,t,31.47,2.223,0.75,0.095,40.003,Ore,Pitram-SIM
P-0061300,2026-02-05 16:00:00,20260205,TR-008,DAY-A,16,10,A01,ACT-HAUL,46.39,t,33.76,2.009,0.774,0.159,46.39,Ore,Pitram-SIM
P-0078486,2026-02-05 16:00:00,20260205,TR-010,DAY-A,16,10,A01,ACT-HAUL,45.308,t,31.68,2.074,0.742,0.227,45.308,Ore,Pitram-SIM
P-0126901,2026-02-05 16:30:00,20260205,BT-002,DAY-A,16,10,A03,ACT-GS,1.601,bolts,31.03,,,,,,DeswikOps-SIM
P-0002495,2026-02-05 16:30:00,20260205,TR-001,DAY-A,16,10,A01,ACT-HAUL,44.618,t,37.63,2.001,0.893,0.558,44.618,Ore,Pitram-SIM
