FailureID,FailureTimestamp,DateKey,UnitCode,ComponentID,FailureMode,WorkOrderID,RepairStart,RepairEnd,ActiveRepairHours,LogisticsWaitHours,TotalDownHours,SMUHours,FailureCode,SourceSystem
F-000346,2025-12-11 09:00:00,20251211,TR-005,CMP-TYR,Sidewall damage,WO-000735,2025-12-11 11:07:16,2025-12-11 20:17:26,9.17,2.12,11.29,8942.6,TYR-55,CMMS-SIM
F-000347,2025-12-13 13:00:00,20251213,TR-005,CMP-HYD,Boom cylinder seal leak,WO-000737,2025-12-13 13:21:47,2025-12-13 16:18:15,2.94,0.36,3.3,9018.3,HYD-98,CMMS-SIM
F-000348,2025-12-17 20:00:00,20251217,TR-005,CMP-ELE,Starter fault,WO-000738,2025-12-17 20:56:20,2025-12-17 22:32:58,1.61,0.94,2.55,9061.9,ELE-58,CMMS-SIM
F-000349,2025-12-24 20:30:00,20251224,TR-005,CMP-HYD,Main pump failure,WO-000743,2025-12-24 21:04:13,2025-12-25 00:09:23,3.09,0.57,3.66,9081.2,HYD-28,CMMS-SIM
F-000350,2025-12-28 04:30:00,20251228,TR-005,CMP-ENG,Fuel system fault,WO-000746,2025-12-28 09:35:40,2025-12-28 19:31:26,9.93,5.09,15.02,9129.8,ENG-48,CMMS-SIM
F-000351,2026-01-08 10:00:00,20260108,TR-005,CMP-ELE,Lighting circuit fault,WO-000753,2026-01-08 10:36:22,2026-01-08 17:13:57,6.63,0.61,7.23,9163.0,ELE-77,CMMS-SIM
F-000352,2026-01-09 22:30:00,20260109,TR-005,CMP-ELE,Sensor failure,WO-000754,2026-01-09 23:30:09,2026-01-10 06:36:27,7.1,1.0,8.11,9204.5,ELE-16,CMMS-SIM
F-000353,2026-01-18 19:00:00,20260118,TR-005,CMP-ELE,Harness damage,WO-000760,2026-01-18 21:33:49,2026-01-19 05:46:44,8.22,2.56,10.78,9259.9,ELE-35,CMMS-SIM
F-000354,2026-01-19 18:00:00,20260119,TR-005,CMP-TYR,Sidewall damage,WO-000761,2026-01-19 19:34:12,2026-01-19 23:47:50,4.23,1.57,5.8,9288.4,TYR-28,CMMS-SIM
F-000355,2026-01-20 14:00:00,20260120,TR-005,CMP-ELE,Harness damage,WO-000762,2026-01-20 14:47:50,2026-01-20 16:34:44,1.78,0.8,2.58,9324.0,ELE-54,CMMS-SIM
F-000356,2026-01-23 22:00:00,20260123,TR-005,CMP-HYD,Valve block leak,WO-000765,2026-01-24 01:27:25,2026-01-24 06:58:45,5.52,3.46,8.98,9352.9,HYD-52,CMMS-SIM
F-000357,2026-01-29 15:30:00,20260129,TR-005,CMP-HYD,Main pump failure,WO-000766,2026-01-29 15:32:05,2026-01-29 17:27:28,1.92,0.03,1.96,9417.2,HYD-47,CMMS-SIM
F-000358,2026-02-01 20:30:00,20260201,TR-005,CMP-HYD,Main pump failure,WO-000767,2026-02-01 22:10:55,2026-02-02 00:23:33,2.21,1.68,3.89,9442.2,HYD-25,CMMS-SIM
F-000359,2026-02-05 02:30:00,20260205,TR-005,CMP-BRK,Brake pressure fault,WO-000768,2026-02-05 05:20:09,2026-02-05 09:57:47,4.63,2.84,7.46,9509.4,BRK-13,CMMS-SIM
F-000360,2026-02-08 20:30:00,20260208,TR-005,CMP-ENG,Cooling issue,WO-000771,2026-02-08 23:53:33,2026-02-09 05:13:12,5.33,3.39,8.72,9570.5,ENG-33,CMMS-SIM
F-000361,2026-02-23 09:00:00,20260223,TR-005,CMP-BRK,Brake pressure fault,WO-000774,2026-02-23 10:30:21,2026-02-23 20:34:00,10.06,1.51,11.57,9586.1,BRK-73,CMMS-SIM
F-000362,2026-02-23 11:30:00,20260223,TR-005,CMP-TYR,Sidewall damage,WO-000775,2026-02-23 11:55:33,2026-02-23 16:13:26,4.3,0.43,4.72,9656.5,TYR-54,CMMS-SIM
F-000363,2026-03-01 19:30:00,20260301,TR-005,CMP-ELE,Sensor failure,WO-000779,2026-03-01 19:49:51,2026-03-02 02:39:05,6.82,0.33,7.15,9721.0,ELE-04,CMMS-SIM
F-000364,2026-03-03 00:00:00,20260303,TR-005,CMP-ELE,Harness damage,WO-000782,2026-03-03 00:31:11,2026-03-03 03:04:54,2.56,0.52,3.08,9735.6,ELE-23,CMMS-SIM
F-000365,2026-03-07 02:00:00,20260307,TR-005,CMP-HYD,Boom cylinder seal leak,WO-000784,2026-03-07 04:15:02,2026-03-07 06:22:41,2.13,2.25,4.38,9752.8,HYD-07,CMMS-SIM
F-000366,2026-03-11 04:00:00,20260311,TR-005,CMP-HYD,Main pump failure,WO-000786,2026-03-11 06:02:01,2026-03-11 13:20:31,7.31,2.03,9.34,9777.8,HYD-72,CMMS-SIM
F-000367,2026-03-13 03:00:00,20260313,TR-005,CMP-BRK,Brake pressure fault,WO-000788,2026-03-13 04:44:09,2026-03-13 08:55:59,4.2,1.74,5.93,9826.4,BRK-18,CMMS-SIM
F-000368,2026-03-13 08:30:00,20260313,TR-005,CMP-HYD,Boom cylinder seal leak,WO-000789,2026-03-13 09:11:41,2026-03-14 02:32:11,17.34,0.69,18.04,9853.0,HYD-24,CMMS-SIM
F-000369,2026-03-14 01:00:00,20260314,TR-005,CMP-HYD,Boom cylinder seal leak,WO-000791,2026-03-14 03:48:05,2026-03-14 08:39:55,4.86,2.8,7.67,9871.5,HYD-91,CMMS-SIM
F-000370,2026-03-22 01:30:00,20260322,TR-005,CMP-HYD,Main pump failure,WO-000792,2026-03-22 02:24:55,2026-03-22 04:47:14,2.37,0.92,3.29,9944.3,HYD-01,CMMS-SIM
F-000371,2026-03-22 19:30:00,20260322,TR-005,CMP-HYD,Hose burst,WO-000794,2026-03-22 22:14:51,2026-03-23 00:38:34,2.4,2.75,5.14,9955.0,HYD-44,CMMS-SIM
F-000372,2026-03-30 20:30:00,20260330,TR-005,CMP-OTH,Other mechanical fault,WO-000799,2026-03-30 22:29:58,2026-03-31 02:13:50,3.73,2.0,5.73,9969.5,OTH-03,CMMS-SIM
F-000373,2026-03-31 05:00:00,20260331,TR-005,CMP-ELE,Sensor failure,WO-000800,2026-03-31 06:54:34,2026-03-31 10:54:31,4.0,1.91,5.91,9999.5,ELE-95,CMMS-SIM
F-000374,2026-04-01 04:00:00,20260401,TR-005,CMP-TYR,Tyre change,WO-000801,2026-04-01 05:23:58,2026-04-01 12:58:58,7.58,1.4,8.98,10085.7,TYR-39,CMMS-SIM
F-000375,2026-04-02 10:30:00,20260402,TR-005,CMP-ELE,Starter fault,WO-000802,2026-04-02 12:12:10,2026-04-02 15:49:51,3.63,1.7,5.33,10170.5,ELE-42,CMMS-SIM
F-000376,2026-04-05 19:00:00,20260405,TR-005,CMP-OTH,Other mechanical fault,WO-000803,2026-04-05 23:34:10,2026-04-06 06:54:06,7.33,4.57,11.9,10228.1,OTH-28,CMMS-SIM
F-000377,2026-04-19 00:00:00,20260419,TR-005,CMP-HYD,Boom cylinder seal leak,WO-000806,2026-04-19 01:34:10,2026-04-19 07:59:00,6.41,1.57,7.98,10247.1,HYD-82,CMMS-SIM
F-000378,2026-04-22 12:00:00,20260422,TR-005,CMP-OTH,Other mechanical fault,WO-000808,2026-04-22 13:15:15,2026-04-22 19:36:37,6.36,1.25,7.61,10329.0,OTH-40,CMMS-SIM
F-000379,2026-04-23 03:30:00,20260423,TR-005,CMP-HYD,Main pump failure,WO-000810,2026-04-23 03:31:32,2026-04-23 04:43:32,1.2,0.03,1.23,10417.5,HYD-38,CMMS-SIM
F-000380,2026-04-23 17:00:00,20260423,TR-005,CMP-TYR,Track tension failure,WO-000811,2026-04-23 21:52:41,2026-04-23 22:56:21,1.06,4.88,5.94,10447.3,TYR-88,CMMS-SIM
F-000381,2026-04-25 09:30:00,20260425,TR-005,CMP-HYD,Boom cylinder seal leak,WO-000813,2026-04-25 13:36:20,2026-04-25 18:48:39,5.21,4.11,9.31,10487.6,HYD-17,CMMS-SIM
F-000382,2026-05-03 05:30:00,20260503,TR-005,CMP-ELE,Lighting circuit fault,WO-000820,2026-05-03 07:15:15,2026-05-03 17:31:44,10.27,1.75,12.03,10530.0,ELE-30,CMMS-SIM
F-000383,2026-05-04 12:30:00,20260504,TR-005,CMP-HYD,Boom cylinder seal leak,WO-000821,2026-05-04 14:12:34,2026-05-04 19:09:20,4.95,1.71,6.66,10584.5,HYD-93,CMMS-SIM
F-000384,2026-05-09 01:30:00,20260509,TR-005,CMP-ELE,Starter fault,WO-000822,2026-05-09 03:33:13,2026-05-09 12:12:27,8.65,2.05,10.71,10651.1,ELE-65,CMMS-SIM
F-000385,2026-05-14 07:30:00,20260514,TR-005,CMP-HYD,Main pump failure,WO-000823,2026-05-14 10:32:55,2026-05-14 20:19:22,9.77,3.05,12.82,10725.7,HYD-50,CMMS-SIM
F-000386,2026-05-17 23:30:00,20260517,TR-005,CMP-ENG,Fuel system fault,WO-000825,2026-05-18 01:00:06,2026-05-18 08:21:08,7.35,1.5,8.85,10741.9,ENG-92,CMMS-SIM
F-000387,2026-05-18 17:00:00,20260518,TR-005,CMP-HYD,Valve block leak,WO-000826,2026-05-18 17:31:48,2026-05-18 19:04:31,1.55,0.53,2.08,10762.0,HYD-18,CMMS-SIM
F-000388,2026-05-22 14:00:00,20260522,TR-005,CMP-HYD,Main pump failure,WO-000828,2026-05-22 14:27:22,2026-05-22 17:41:41,3.24,0.46,3.69,10826.6,HYD-61,CMMS-SIM
F-000389,2026-05-23 14:00:00,20260523,TR-005,CMP-BRK,Brake pressure fault,WO-000829,2026-05-23 14:34:05,2026-05-23 19:53:47,5.33,0.57,5.9,10913.8,BRK-17,CMMS-SIM
F-000390,2026-06-16 14:00:00,20260616,TR-005,CMP-ELE,Lighting circuit fault,WO-000832,2026-06-16 18:13:30,2026-06-17 01:23:49,7.17,4.23,11.4,10995.1,ELE-52,CMMS-SIM
F-000391,2026-06-17 18:30:00,20260617,TR-005,CMP-TYR,Sidewall damage,WO-000834,2026-06-17 18:57:43,2026-06-18 00:01:38,5.07,0.46,5.53,11076.3,TYR-70,CMMS-SIM
F-000392,2026-06-19 00:00:00,20260619,TR-005,CMP-ELE,Lighting circuit fault,WO-000835,2026-06-19 07:03:30,2026-06-19 12:07:08,5.06,7.06,12.12,11104.2,ELE-60,CMMS-SIM
F-000393,2026-06-22 01:30:00,20260622,TR-005,CMP-HYD,Main pump failure,WO-000836,2026-06-22 03:13:47,2026-06-22 07:13:12,3.99,1.73,5.72,11171.4,HYD-95,CMMS-SIM
F-000394,2026-06-27 17:30:00,20260627,TR-005,CMP-HYD,Boom cylinder seal leak,WO-000837,2026-06-27 20:09:11,2026-06-28 02:11:04,6.03,2.65,8.68,11247.6,HYD-03,CMMS-SIM
F-000395,2026-06-29 22:00:00,20260629,TR-005,CMP-ELE,Starter fault,WO-000838,2026-06-29 23:14:25,2026-06-30 00:47:46,1.56,1.24,2.8,11301.6,ELE-96,CMMS-SIM
F-000396,2026-07-05 12:30:00,20260705,TR-005,CMP-OTH,Other mechanical fault,WO-000840,2026-07-05 13:23:31,2026-07-05 15:06:35,1.72,0.89,2.61,11323.7,OTH-43,CMMS-SIM
F-000397,2026-07-07 23:00:00,20260707,TR-005,CMP-BRK,Brake pressure fault,WO-000842,2026-07-08 00:32:14,2026-07-08 10:13:24,9.69,1.54,11.22,11384.2,BRK-31,CMMS-SIM
F-000398,2026-07-13 09:30:00,20260713,TR-005,CMP-HYD,Valve block leak,WO-000843,2026-07-13 09:51:22,2026-07-13 14:56:18,5.08,0.36,5.44,11467.3,HYD-59,CMMS-SIM
F-000399,2026-07-22 12:00:00,20260722,TR-005,CMP-ELE,Starter fault,WO-000844,2026-07-22 12:52:33,2026-07-22 14:45:17,1.88,0.88,2.75,11490.7,ELE-03,CMMS-SIM
F-000400,2026-07-24 18:00:00,20260724,TR-005,CMP-ELE,Sensor failure,WO-000845,2026-07-24 21:03:35,2026-07-25 06:25:40,9.37,3.06,12.43,11511.0,ELE-06,CMMS-SIM
F-000401,2026-07-26 19:00:00,20260726,TR-005,CMP-TYR,Sidewall damage,WO-000846,2026-07-26 19:06:17,2026-07-26 22:50:20,3.73,0.1,3.84,11524.3,TYR-13,CMMS-SIM
F-000402,2026-07-31 20:00:00,20260731,TR-005,CMP-SVC,Service-related defect,WO-000848,2026-07-31 20:55:31,2026-07-31 21:35:19,0.66,0.93,1.59,11547.4,SVC-73,CMMS-SIM
F-000403,2026-08-03 01:00:00,20260803,TR-005,CMP-ENG,Fuel system fault,WO-000850,2026-08-03 03:49:04,2026-08-03 05:19:49,1.51,2.82,4.33,11587.9,ENG-50,CMMS-SIM
F-000404,2026-08-06 15:00:00,20260806,TR-005,CMP-HYD,Valve block leak,WO-000852,2026-08-06 15:35:22,2026-08-06 18:18:22,2.72,0.59,3.31,11609.7,HYD-99,CMMS-SIM
F-000405,2026-08-07 07:00:00,20260807,TR-005,CMP-ELE,Lighting circuit fault,WO-000853,2026-08-07 09:37:57,2026-08-07 10:48:21,1.17,2.63,3.81,11623.6,ELE-65,CMMS-SIM
F-000406,2026-08-08 16:30:00,20260808,TR-005,CMP-HYD,Valve block leak,WO-000854,2026-08-08 18:38:31,2026-08-09 02:29:12,7.84,2.14,9.99,11706.3,HYD-31,CMMS-SIM
F-000407,2026-08-15 03:00:00,20260815,TR-005,CMP-TYR,Track tension failure,WO-000856,2026-08-15 08:14:36,2026-08-15 09:27:22,1.21,5.24,6.46,11768.1,TYR-76,CMMS-SIM
F-000408,2026-08-18 18:00:00,20260818,TR-005,CMP-HYD,Hose burst,WO-000857,2026-08-18 19:38:06,2026-08-19 02:27:00,6.82,1.64,8.45,11822.2,HYD-07,CMMS-SIM
F-000409,2026-08-26 14:30:00,20260826,TR-005,CMP-HYD,Hose burst,WO-000859,2026-08-26 15:18:32,2026-08-27 01:46:08,10.46,0.81,11.27,11842.6,HYD-06,CMMS-SIM
F-000410,2025-10-02 18:30:00,20251002,TR-006,CMP-TYR,Sidewall damage,WO-000863,2025-10-02 20:20:15,2025-10-03 00:02:18,3.7,1.84,5.54,8033.3,TYR-93,CMMS-SIM
F-000411,2025-10-03 09:00:00,20251003,TR-006,CMP-TYR,Track tension failure,WO-000864,2025-10-03 12:29:28,2025-10-03 23:55:10,11.43,3.49,14.92,8121.9,TYR-07,CMMS-SIM
F-000412,2025-10-06 09:00:00,20251006,TR-006,CMP-SVC,Service-related defect,WO-000866,2025-10-06 10:48:31,2025-10-06 16:13:41,5.42,1.81,7.23,8175.3,SVC-15,CMMS-SIM
F-000413,2025-10-07 04:30:00,20251007,TR-006,CMP-ELE,Sensor failure,WO-000867,2025-10-07 08:59:00,2025-10-07 14:50:52,5.86,4.48,10.35,8221.4,ELE-96,CMMS-SIM
F-000414,2025-10-07 17:00:00,20251007,TR-006,CMP-ELE,Sensor failure,WO-000868,2025-10-07 17:28:40,2025-10-07 20:18:27,2.83,0.48,3.31,8282.5,ELE-56,CMMS-SIM
F-000415,2025-10-08 11:00:00,20251008,TR-006,CMP-ELE,Sensor failure,WO-000869,2025-10-08 12:04:07,2025-10-08 18:59:40,6.93,1.07,7.99,8363.5,ELE-04,CMMS-SIM
F-000416,2025-10-12 20:30:00,20251012,TR-006,CMP-SVC,Service-related defect,WO-000871,2025-10-12 20:32:09,2025-10-13 02:32:35,6.01,0.04,6.04,8435.4,SVC-62,CMMS-SIM
F-000417,2025-10-14 03:30:00,20251014,TR-006,CMP-ELE,Harness damage,WO-000873,2025-10-14 04:23:11,2025-10-14 06:50:33,2.46,0.89,3.34,8490.9,ELE-29,CMMS-SIM
F-000418,2025-10-16 04:00:00,20251016,TR-006,CMP-ENG,Fuel system fault,WO-000876,2025-10-16 06:47:24,2025-10-16 14:32:29,7.75,2.79,10.54,8528.6,ENG-32,CMMS-SIM
F-000419,2025-10-18 13:00:00,20251018,TR-006,CMP-TYR,Track tension failure,WO-000879,2025-10-18 13:54:09,2025-10-18 18:11:16,4.29,0.9,5.19,8613.2,TYR-67,CMMS-SIM
F-000420,2025-10-25 15:00:00,20251025,TR-006,CMP-HYD,Valve block leak,WO-000882,2025-10-25 18:11:37,2025-10-25 21:21:29,3.16,3.19,6.36,8654.2,HYD-93,CMMS-SIM
F-000421,2025-10-29 00:30:00,20251029,TR-006,CMP-HYD,Boom cylinder seal leak,WO-000884,2025-10-29 01:39:06,2025-10-29 05:35:06,3.93,1.15,5.09,8692.5,HYD-18,CMMS-SIM
F-000422,2025-10-31 08:30:00,20251031,TR-006,CMP-TYR,Tyre change,WO-000886,2025-10-31 12:22:06,2025-11-01 00:57:31,12.59,3.87,16.46,8725.1,TYR-23,CMMS-SIM
F-000423,2025-11-01 16:30:00,20251101,TR-006,CMP-SVC,Service-related defect,WO-000887,2025-11-01 18:12:49,2025-11-02 00:25:47,6.22,1.71,7.93,8800.2,SVC-44,CMMS-SIM
F-000424,2025-11-04 00:00:00,20251104,TR-006,CMP-ELE,Harness damage,WO-000889,2025-11-04 02:15:58,2025-11-04 22:18:34,20.04,2.27,22.31,8889.7,ELE-70,CMMS-SIM
F-000425,2025-11-05 00:30:00,20251105,TR-006,CMP-ENG,Turbo fault,WO-000891,2025-11-05 00:49:45,2025-11-05 05:44:01,4.9,0.33,5.23,8914.1,ENG-78,CMMS-SIM
F-000426,2025-11-05 15:00:00,20251105,TR-006,CMP-HYD,Hose burst,WO-000892,2025-11-05 16:42:41,2025-11-06 07:03:42,14.35,1.71,16.06,8994.4,HYD-77,CMMS-SIM
F-000427,2025-11-08 03:00:00,20251108,TR-006,CMP-HYD,Boom cylinder seal leak,WO-000894,2025-11-08 05:31:58,2025-11-08 07:23:17,1.86,2.53,4.39,9042.7,HYD-66,CMMS-SIM
F-000428,2025-11-08 22:30:00,20251108,TR-006,CMP-BRK,Brake wear alarm,WO-000895,2025-11-08 22:33:58,2025-11-09 00:50:42,2.28,0.07,2.35,9065.1,BRK-17,CMMS-SIM
F-000429,2025-11-09 09:30:00,20251109,TR-006,CMP-ELE,Lighting circuit fault,WO-000896,2025-11-09 11:03:45,2025-11-09 14:46:20,3.71,1.56,5.27,9096.6,ELE-43,CMMS-SIM
F-000430,2025-11-13 09:30:00,20251113,TR-006,CMP-TYR,Sidewall damage,WO-000897,2025-11-13 12:42:09,2025-11-13 15:03:13,2.35,3.2,5.55,9176.8,TYR-68,CMMS-SIM
F-000431,2025-11-14 06:30:00,20251114,TR-006,CMP-HYD,Valve block leak,WO-000898,2025-11-14 07:03:37,2025-11-14 10:26:46,3.39,0.56,3.95,9205.0,HYD-74,CMMS-SIM
F-000432,2025-11-16 17:00:00,20251116,TR-006,CMP-TYR,Track tension failure,WO-000902,2025-11-16 18:01:29,2025-11-16 23:53:18,5.86,1.02,6.89,9262.3,TYR-04,CMMS-SIM
F-000433,2025-11-17 15:00:00,20251117,TR-006,CMP-ELE,Lighting circuit fault,WO-000904,2025-11-17 16:41:25,2025-11-18 03:10:26,10.48,1.69,12.17,9312.4,ELE-20,CMMS-SIM
F-000434,2025-11-20 17:30:00,20251120,TR-006,CMP-HYD,Boom cylinder seal leak,WO-000905,2025-11-20 22:19:41,2025-11-21 03:46:15,5.44,4.83,10.27,9350.0,HYD-64,CMMS-SIM
F-000435,2025-11-22 02:30:00,20251122,TR-006,CMP-ENG,Turbo fault,WO-000906,2025-11-22 03:10:13,2025-11-22 09:23:15,6.22,0.67,6.89,9363.3,ENG-36,CMMS-SIM
F-000436,2025-11-23 03:00:00,20251123,TR-006,CMP-ENG,Turbo fault,WO-000907,2025-11-23 03:09:44,2025-11-23 08:25:04,5.26,0.16,5.42,9407.6,ENG-24,CMMS-SIM
F-000437,2025-12-02 16:30:00,20251202,TR-006,CMP-BRK,Brake pressure fault,WO-000911,2025-12-02 17:34:51,2025-12-03 06:17:04,12.7,1.08,13.78,9435.7,BRK-31,CMMS-SIM
F-000438,2025-12-03 20:00:00,20251203,TR-006,CMP-ELE,Starter fault,WO-000913,2025-12-03 22:21:15,2025-12-04 01:59:27,3.64,2.35,5.99,9490.1,ELE-42,CMMS-SIM
F-000439,2025-12-10 03:30:00,20251210,TR-006,CMP-HYD,Valve block leak,WO-000920,2025-12-10 04:27:04,2025-12-10 07:05:06,2.63,0.95,3.59,9505.1,HYD-75,CMMS-SIM
F-000440,2025-12-16 09:00:00,20251216,TR-006,CMP-SVC,Service-related defect,WO-000925,2025-12-16 09:49:36,2025-12-16 13:29:23,3.66,0.83,4.49,9542.6,SVC-84,CMMS-SIM
F-000441,2025-12-17 12:30:00,20251217,TR-006,CMP-ELE,Harness damage,WO-000926,2025-12-17 18:22:15,2025-12-17 20:53:02,2.51,5.87,8.38,9608.8,ELE-81,CMMS-SIM
F-000442,2025-12-20 03:00:00,20251220,TR-006,CMP-HYD,Boom cylinder seal leak,WO-000928,2025-12-20 04:07:30,2025-12-20 12:20:38,8.22,1.13,9.34,9633.0,HYD-85,CMMS-SIM
F-000443,2025-12-21 14:00:00,20251221,TR-006,CMP-HYD,Boom cylinder seal leak,WO-000930,2025-12-21 14:01:17,2025-12-21 16:16:20,2.25,0.02,2.27,9652.3,HYD-87,CMMS-SIM
F-000444,2025-12-22 20:30:00,20251222,TR-006,CMP-ELE,Starter fault,WO-000931,2025-12-22 20:41:01,2025-12-23 01:33:56,4.88,0.18,5.07,9710.5,ELE-50,CMMS-SIM
F-000445,2025-12-24 00:00:00,20251224,TR-006,CMP-ELE,Harness damage,WO-000932,2025-12-24 01:36:24,2025-12-24 09:44:37,8.14,1.61,9.74,9754.4,ELE-18,CMMS-SIM
F-000446,2025-12-25 03:30:00,20251225,TR-006,CMP-ELE,Starter fault,WO-000934,2025-12-25 03:30:32,2025-12-25 06:56:18,3.43,0.01,3.44,9794.1,ELE-62,CMMS-SIM
F-000447,2026-01-03 17:00:00,20260103,TR-006,CMP-HYD,Hose burst,WO-000936,2026-01-03 19:25:06,2026-01-04 04:42:37,9.29,2.42,11.71,9822.8,HYD-15,CMMS-SIM
F-000448,2026-01-04 20:00:00,20260104,TR-006,CMP-HYD,Main pump failure,WO-000937,2026-01-04 21:21:55,2026-01-05 02:44:21,5.37,1.37,6.74,9879.7,HYD-76,CMMS-SIM
F-000449,2026-01-05 15:00:00,20260105,TR-006,CMP-HYD,Hose burst,WO-000938,2026-01-05 16:00:59,2026-01-05 23:06:21,7.09,1.02,8.11,9964.1,HYD-86,CMMS-SIM
F-000450,2026-01-08 06:30:00,20260108,TR-006,CMP-ELE,Sensor failure,WO-000939,2026-01-08 07:56:11,2026-01-08 09:53:48,1.96,1.44,3.4,10029.5,ELE-24,CMMS-SIM
F-000451,2026-01-11 09:30:00,20260111,TR-006,CMP-HYD,Main pump failure,WO-000941,2026-01-11 09:31:34,2026-01-11 12:57:51,3.44,0.03,3.46,10105.9,HYD-65,CMMS-SIM
F-000452,2026-01-13 01:00:00,20260113,TR-006,CMP-BRK,Brake pressure fault,WO-000943,2026-01-13 01:38:14,2026-01-13 08:02:53,6.41,0.64,7.05,10181.5,BRK-89,CMMS-SIM
F-000453,2026-01-13 16:30:00,20260113,TR-006,CMP-ELE,Harness damage,WO-000944,2026-01-13 17:30:37,2026-01-13 23:18:54,5.8,1.01,6.82,10246.5,ELE-82,CMMS-SIM
F-000454,2026-01-14 19:30:00,20260114,TR-006,CMP-HYD,Boom cylinder seal leak,WO-000945,2026-01-14 20:53:35,2026-01-14 22:40:31,1.78,1.39,3.18,10335.8,HYD-43,CMMS-SIM
F-000455,2026-01-16 19:30:00,20260116,TR-006,CMP-SVC,Service-related defect,WO-000946,2026-01-16 20:01:22,2026-01-17 05:38:46,9.62,0.52,10.15,10418.5,SVC-56,CMMS-SIM
F-000456,2026-01-20 13:30:00,20260120,TR-006,CMP-HYD,Hose burst,WO-000948,2026-01-20 14:05:00,2026-01-20 17:12:50,3.13,0.58,3.71,10505.4,HYD-04,CMMS-SIM
F-000457,2026-01-23 18:00:00,20260123,TR-006,CMP-ENG,Fuel system fault,WO-000950,2026-01-23 20:50:12,2026-01-24 03:01:16,6.18,2.84,9.02,10541.6,ENG-57,CMMS-SIM
F-000458,2026-02-05 09:30:00,20260205,TR-006,CMP-HYD,Valve block leak,WO-000952,2026-02-05 10:00:53,2026-02-06 01:28:35,15.46,0.51,15.98,10573.7,HYD-41,CMMS-SIM
F-000459,2026-02-05 12:00:00,20260205,TR-006,CMP-HYD,Boom cylinder seal leak,WO-000953,2026-02-05 13:00:45,2026-02-05 18:05:31,5.08,1.01,6.09,10660.3,HYD-27,CMMS-SIM
F-000460,2026-02-07 17:00:00,20260207,TR-006,CMP-ELE,Sensor failure,WO-000954,2026-02-07 20:07:00,2026-02-08 09:12:29,13.09,3.12,16.21,10715.1,ELE-84,CMMS-SIM
F-000461,2026-02-23 11:00:00,20260223,TR-006,CMP-HYD,Boom cylinder seal leak,WO-000960,2026-02-23 11:34:56,2026-02-23 17:41:04,6.1,0.58,6.68,10725.7,HYD-72,CMMS-SIM
F-000462,2026-02-27 21:00:00,20260227,TR-006,CMP-ENG,Turbo fault,WO-000962,2026-02-27 21:08:46,2026-02-28 03:40:53,6.54,0.15,6.68,10755.8,ENG-91,CMMS-SIM
F-000463,2026-03-03 03:30:00,20260303,TR-006,CMP-ELE,Sensor failure,WO-000965,2026-03-03 05:13:07,2026-03-03 16:14:55,11.03,1.72,12.75,10771.1,ELE-73,CMMS-SIM
F-000464,2026-03-03 15:30:00,20260303,TR-006,CMP-TYR,Sidewall damage,WO-000966,2026-03-03 16:27:25,2026-03-03 23:01:42,6.57,0.96,7.53,10860.2,TYR-65,CMMS-SIM
F-000465,2026-03-05 06:30:00,20260305,TR-006,CMP-ELE,Starter fault,WO-000967,2026-03-05 08:47:14,2026-03-05 14:30:28,5.72,2.29,8.01,10916.1,ELE-79,CMMS-SIM
F-000466,2026-03-06 23:30:00,20260306,TR-006,CMP-HYD,Valve block leak,WO-000968,2026-03-07 01:54:24,2026-03-07 06:18:57,4.41,2.41,6.82,10941.4,HYD-50,CMMS-SIM
F-000467,2026-03-23 00:00:00,20260323,TR-006,CMP-TYR,Tyre change,WO-000974,2026-03-23 00:21:39,2026-03-23 04:15:44,3.9,0.36,4.26,11019.4,TYR-24,CMMS-SIM
F-000468,2026-03-26 05:30:00,20260326,TR-006,CMP-BRK,Brake wear alarm,WO-000975,2026-03-26 05:47:17,2026-03-26 09:22:14,3.58,0.29,3.87,11056.5,BRK-31,CMMS-SIM
F-000469,2026-03-29 10:30:00,20260329,TR-006,CMP-HYD,Valve block leak,WO-000976,2026-03-29 13:30:36,2026-03-30 00:02:56,10.54,3.01,13.55,11077.4,HYD-06,CMMS-SIM
F-000470,2026-03-31 11:00:00,20260331,TR-006,CMP-HYD,Main pump failure,WO-000977,2026-03-31 11:58:27,2026-03-31 13:50:17,1.86,0.97,2.84,11153.2,HYD-01,CMMS-SIM
F-000471,2026-04-07 09:30:00,20260407,TR-006,CMP-HYD,Main pump failure,WO-000979,2026-04-07 09:40:01,2026-04-07 13:01:32,3.36,0.17,3.53,11209.3,HYD-61,CMMS-SIM
F-000472,2026-04-13 07:00:00,20260413,TR-006,CMP-ELE,Harness damage,WO-000983,2026-04-13 09:02:00,2026-04-13 17:56:59,8.92,2.03,10.95,11219.6,ELE-35,CMMS-SIM
F-000473,2026-04-19 15:00:00,20260419,TR-006,CMP-TYR,Tyre change,WO-000984,2026-04-19 16:15:01,2026-04-19 17:22:06,1.12,1.25,2.37,11284.0,TYR-49,CMMS-SIM
F-000474,2026-04-25 17:00:00,20260425,TR-006,CMP-HYD,Hose burst,WO-000987,2026-04-25 18:32:06,2026-04-26 03:03:55,8.53,1.54,10.07,11346.3,HYD-86,CMMS-SIM
F-000475,2026-04-26 15:30:00,20260426,TR-006,CMP-HYD,Valve block leak,WO-000989,2026-04-26 20:34:09,2026-04-27 01:03:56,4.5,5.07,9.57,11414.2,HYD-39,CMMS-SIM
