RosterRecordID,DateKey,ShiftKey,UnitCode,CrewName,OperatorAssigned,OperatorSkillIndex,PlannedAreaID,SourceSystem
RR-0001614,20251023,DAY-B,BT-004,Day B,1,0.725,A03,Roster-SIM
RR-0001615,20251023,DAY-B,BT-005,Day B,1,0.69,A03,Roster-SIM
RR-0001616,20251023,DAY-B,BT-006,Day B,0,0.783,A03,Roster-SIM
RR-0001617,20251023,DAY-B,UV-001,Day B,1,0.867,A04,Roster-SIM
RR-0001618,20251023,DAY-B,UV-002,Day B,1,0.741,A04,Roster-SIM
RR-0001619,20251023,DAY-B,UV-003,Day B,1,0.688,A04,Roster-SIM
RR-0001620,20251023,DAY-B,UV-004,Day B,1,0.672,A04,Roster-SIM
RR-0001621,20251023,NIGHT-A,TR-001,Night A,1,0.785,A01,Roster-SIM
RR-0001622,20251023,NIGHT-A,TR-002,Night A,1,0.737,A01,Roster-SIM
RR-0001623,20251023,NIGHT-A,TR-003,Night A,1,0.841,A01,Roster-SIM
RR-0001624,20251023,NIGHT-A,TR-004,Night A,0,0.845,A01,Roster-SIM
RR-0001625,20251023,NIGHT-A,TR-005,Night A,1,0.668,A01,Roster-SIM
RR-0001626,20251023,NIGHT-A,TR-006,Night A,1,0.63,A01,Roster-SIM
RR-0001627,20251023,NIGHT-A,TR-007,Night A,1,0.627,A01,Roster-SIM
RR-0001628,20251023,NIGHT-A,TR-008,Night A,1,0.764,A01,Roster-SIM
RR-0001629,20251023,NIGHT-A,TR-009,Night A,1,0.91,A01,Roster-SIM
RR-0001630,20251023,NIGHT-A,TR-010,Night A,1,0.687,A01,Roster-SIM
RR-0001631,20251023,NIGHT-A,TR-011,Night A,0,0.677,A01,Roster-SIM
RR-0001632,20251023,NIGHT-A,TR-012,Night A,0,0.816,A01,Roster-SIM
RR-0001633,20251023,NIGHT-A,LH-001,Night A,1,0.883,A01,Roster-SIM
RR-0001634,20251023,NIGHT-A,LH-002,Night A,1,0.606,A01,Roster-SIM
RR-0001635,20251023,NIGHT-A,LH-003,Night A,1,0.738,A01,Roster-SIM
RR-0001636,20251023,NIGHT-A,LH-004,Night A,1,0.606,A01,Roster-SIM
RR-0001637,20251023,NIGHT-A,LH-005,Night A,1,0.832,A01,Roster-SIM
RR-0001638,20251023,NIGHT-A,LH-006,Night A,1,0.795,A01,Roster-SIM
RR-0001639,20251023,NIGHT-A,LH-007,Night A,1,0.905,A01,Roster-SIM
RR-0001640,20251023,NIGHT-A,LH-008,Night A,1,0.816,A01,Roster-SIM
RR-0001641,20251023,NIGHT-A,JD-001,Night A,1,0.868,A02,Roster-SIM
RR-0001642,20251023,NIGHT-A,JD-002,Night A,0,0.863,A02,Roster-SIM
RR-0001643,20251023,NIGHT-A,JD-003,Night A,1,0.755,A02,Roster-SIM
RR-0001644,20251023,NIGHT-A,JD-004,Night A,1,0.682,A02,Roster-SIM
RR-0001645,20251023,NIGHT-A,JD-005,Night A,1,0.853,A02,Roster-SIM
RR-0001646,20251023,NIGHT-A,JD-006,Night A,1,0.857,A02,Roster-SIM
RR-0001647,20251023,NIGHT-A,BT-001,Night A,1,0.732,A03,Roster-SIM
RR-0001648,20251023,NIGHT-A,BT-002,Night A,1,0.811,A03,Roster-SIM
RR-0001649,20251023,NIGHT-A,BT-003,Night A,1,0.722,A03,Roster-SIM
RR-0001650,20251023,NIGHT-A,BT-004,Night A,0,0.772,A03,Roster-SIM
RR-0001651,20251023,NIGHT-A,BT-005,Night A,1,0.97,A03,Roster-SIM
RR-0001652,20251023,NIGHT-A,BT-006,Night A,1,0.568,A03,Roster-SIM
RR-0001653,20251023,NIGHT-A,UV-001,Night A,1,0.763,A04,Roster-SIM
RR-0001654,20251023,NIGHT-A,UV-002,Night A,1,0.859,A04,Roster-SIM
RR-0001655,20251023,NIGHT-A,UV-003,Night A,1,0.863,A04,Roster-SIM
RR-0001656,20251023,NIGHT-A,UV-004,Night A,1,0.728,A04,Roster-SIM
RR-0001657,20251024,DAY-B,TR-001,Day B,1,0.836,A01,Roster-SIM
RR-0001658,20251024,DAY-B,TR-002,Day B,1,0.779,A01,Roster-SIM
RR-0001659,20251024,DAY-B,TR-003,Day B,1,0.804,A01,Roster-SIM
RR-0001660,20251024,DAY-B,TR-004,Day B,1,0.758,A01,Roster-SIM
RR-0001661,20251024,DAY-B,TR-005,Day B,1,0.794,A01,Roster-SIM
RR-0001662,20251024,DAY-B,TR-006,Day B,1,0.756,A01,Roster-SIM
RR-0001663,20251024,DAY-B,TR-007,Day B,1,0.668,A01,Roster-SIM
RR-0001664,20251024,DAY-B,TR-008,Day B,1,0.745,A01,Roster-SIM
RR-0001665,20251024,DAY-B,TR-009,Day B,1,0.888,A01,Roster-SIM
RR-0001666,20251024,DAY-B,TR-010,Day B,1,0.747,A01,Roster-SIM
RR-0001667,20251024,DAY-B,TR-011,Day B,0,0.711,A01,Roster-SIM
RR-0001668,20251024,DAY-B,TR-012,Day B,1,0.848,A01,Roster-SIM
RR-0001669,20251024,DAY-B,LH-001,Day B,1,0.86,A01,Roster-SIM
RR-0001670,20251024,DAY-B,LH-002,Day B,1,0.87,A01,Roster-SIM
RR-0001671,20251024,DAY-B,LH-003,Day B,1,0.822,A01,Roster-SIM
RR-0001672,20251024,DAY-B,LH-004,Day B,1,0.762,A01,Roster-SIM
RR-0001673,20251024,DAY-B,LH-005,Day B,1,0.811,A01,Roster-SIM
RR-0001674,20251024,DAY-B,LH-006,Day B,1,0.888,A01,Roster-SIM
RR-0001675,20251024,DAY-B,LH-007,Day B,1,0.734,A01,Roster-SIM
RR-0001676,20251024,DAY-B,LH-008,Day B,1,0.787,A01,Roster-SIM
RR-0001677,20251024,DAY-B,JD-001,Day B,1,0.85,A02,Roster-SIM
RR-0001678,20251024,DAY-B,JD-002,Day B,1,0.795,A02,Roster-SIM
RR-0001679,20251024,DAY-B,JD-003,Day B,0,0.693,A02,Roster-SIM
RR-0001680,20251024,DAY-B,JD-004,Day B,1,0.801,A02,Roster-SIM
RR-0001681,20251024,DAY-B,JD-005,Day B,1,0.813,A02,Roster-SIM
RR-0001682,20251024,DAY-B,JD-006,Day B,1,0.72,A02,Roster-SIM
RR-0001683,20251024,DAY-B,BT-001,Day B,1,0.789,A03,Roster-SIM
RR-0001684,20251024,DAY-B,BT-002,Day B,1,0.653,A03,Roster-SIM
RR-0001685,20251024,DAY-B,BT-003,Day B,1,0.751,A03,Roster-SIM
RR-0001686,20251024,DAY-B,BT-004,Day B,1,0.851,A03,Roster-SIM
RR-0001687,20251024,DAY-B,BT-005,Day B,0,0.853,A03,Roster-SIM
RR-0001688,20251024,DAY-B,BT-006,Day B,1,0.766,A03,Roster-SIM
RR-0001689,20251024,DAY-B,UV-001,Day B,1,0.621,A04,Roster-SIM
RR-0001690,20251024,DAY-B,UV-002,Day B,1,0.703,A04,Roster-SIM
RR-0001691,20251024,DAY-B,UV-003,Day B,1,0.741,A04,Roster-SIM
RR-0001692,20251024,DAY-B,UV-004,Day B,1,0.75,A04,Roster-SIM
RR-0001693,20251024,NIGHT-A,TR-001,Night A,1,0.86,A01,Roster-SIM
RR-0001694,20251024,NIGHT-A,TR-002,Night A,1,0.784,A01,Roster-SIM
RR-0001695,20251024,NIGHT-A,TR-003,Night A,1,0.8,A01,Roster-SIM
RR-0001696,20251024,NIGHT-A,TR-004,Night A,1,0.725,A01,Roster-SIM
RR-0001697,20251024,NIGHT-A,TR-005,Night A,1,0.85,A01,Roster-SIM
RR-0001698,20251024,NIGHT-A,TR-006,Night A,1,0.655,A01,Roster-SIM
RR-0001699,20251024,NIGHT-A,TR-007,Night A,0,0.862,A01,Roster-SIM
RR-0001700,20251024,NIGHT-A,TR-008,Night A,1,0.825,A01,Roster-SIM
RR-0001701,20251024,NIGHT-A,TR-009,Night A,1,0.744,A01,Roster-SIM
RR-0001702,20251024,NIGHT-A,TR-010,Night A,1,0.73,A01,Roster-SIM
RR-0001703,20251024,NIGHT-A,TR-011,Night A,1,0.95,A01,Roster-SIM
RR-0001704,20251024,NIGHT-A,TR-012,Night A,1,0.695,A01,Roster-SIM
RR-0001705,20251024,NIGHT-A,LH-001,Night A,1,0.782,A01,Roster-SIM
RR-0001706,20251024,NIGHT-A,LH-002,Night A,1,0.745,A01,Roster-SIM
RR-0001707,20251024,NIGHT-A,LH-003,Night A,1,0.841,A01,Roster-SIM
RR-0001708,20251024,NIGHT-A,LH-004,Night A,1,0.799,A01,Roster-SIM
RR-0001709,20251024,NIGHT-A,LH-005,Night A,0,0.723,A01,Roster-SIM
RR-0001710,20251024,NIGHT-A,LH-006,Night A,1,0.778,A01,Roster-SIM
RR-0001711,20251024,NIGHT-A,LH-007,Night A,1,0.683,A01,Roster-SIM
RR-0001712,20251024,NIGHT-A,LH-008,Night A,1,0.699,A01,Roster-SIM
RR-0001713,20251024,NIGHT-A,JD-001,Night A,1,0.756,A02,Roster-SIM
RR-0001714,20251024,NIGHT-A,JD-002,Night A,1,0.86,A02,Roster-SIM
RR-0001715,20251024,NIGHT-A,JD-003,Night A,1,0.89,A02,Roster-SIM
RR-0001716,20251024,NIGHT-A,JD-004,Night A,0,0.836,A02,Roster-SIM
RR-0001717,20251024,NIGHT-A,JD-005,Night A,1,0.86,A02,Roster-SIM
RR-0001718,20251024,NIGHT-A,JD-006,Night A,0,0.769,A02,Roster-SIM
RR-0001719,20251024,NIGHT-A,BT-001,Night A,1,0.868,A03,Roster-SIM
RR-0001720,20251024,NIGHT-A,BT-002,Night A,0,0.61,A03,Roster-SIM
RR-0001721,20251024,NIGHT-A,BT-003,Night A,1,0.812,A03,Roster-SIM
RR-0001722,20251024,NIGHT-A,BT-004,Night A,1,0.764,A03,Roster-SIM
RR-0001723,20251024,NIGHT-A,BT-005,Night A,1,0.854,A03,Roster-SIM
RR-0001724,20251024,NIGHT-A,BT-006,Night A,0,0.768,A03,Roster-SIM
RR-0001725,20251024,NIGHT-A,UV-001,Night A,1,0.864,A04,Roster-SIM
RR-0001726,20251024,NIGHT-A,UV-002,Night A,1,0.778,A04,Roster-SIM
RR-0001727,20251024,NIGHT-A,UV-003,Night A,1,0.746,A04,Roster-SIM
RR-0001728,20251024,NIGHT-A,UV-004,Night A,1,0.836,A04,Roster-SIM
RR-0001729,20251025,DAY-B,TR-001,Day B,1,0.776,A01,Roster-SIM
RR-0001730,20251025,DAY-B,TR-002,Day B,1,0.754,A01,Roster-SIM
RR-0001731,20251025,DAY-B,TR-003,Day B,1,0.787,A01,Roster-SIM
RR-0001732,20251025,DAY-B,TR-004,Day B,1,0.796,A01,Roster-SIM
RR-0001733,20251025,DAY-B,TR-005,Day B,1,0.734,A01,Roster-SIM
RR-0001734,20251025,DAY-B,TR-006,Day B,1,0.779,A01,Roster-SIM
RR-0001735,20251025,DAY-B,TR-007,Day B,1,0.789,A01,Roster-SIM
RR-0001736,20251025,DAY-B,TR-008,Day B,1,0.638,A01,Roster-SIM
RR-0001737,20251025,DAY-B,TR-009,Day B,1,0.896,A01,Roster-SIM
RR-0001738,20251025,DAY-B,TR-010,Day B,1,0.843,A01,Roster-SIM
RR-0001739,20251025,DAY-B,TR-011,Day B,1,0.739,A01,Roster-SIM
RR-0001740,20251025,DAY-B,TR-012,Day B,1,0.812,A01,Roster-SIM
RR-0001741,20251025,DAY-B,LH-001,Day B,1,0.922,A01,Roster-SIM
RR-0001742,20251025,DAY-B,LH-002,Day B,1,0.848,A01,Roster-SIM
RR-0001743,20251025,DAY-B,LH-003,Day B,1,0.747,A01,Roster-SIM
RR-0001744,20251025,DAY-B,LH-004,Day B,1,0.669,A01,Roster-SIM
RR-0001745,20251025,DAY-B,LH-005,Day B,1,0.66,A01,Roster-SIM
RR-0001746,20251025,DAY-B,LH-006,Day B,1,0.696,A01,Roster-SIM
RR-0001747,20251025,DAY-B,LH-007,Day B,1,0.87,A01,Roster-SIM
RR-0001748,20251025,DAY-B,LH-008,Day B,1,0.736,A01,Roster-SIM
RR-0001749,20251025,DAY-B,JD-001,Day B,1,0.899,A02,Roster-SIM
RR-0001750,20251025,DAY-B,JD-002,Day B,1,0.88,A02,Roster-SIM
RR-0001751,20251025,DAY-B,JD-003,Day B,1,0.908,A02,Roster-SIM
RR-0001752,20251025,DAY-B,JD-004,Day B,0,0.86,A02,Roster-SIM
RR-0001753,20251025,DAY-B,JD-005,Day B,1,0.812,A02,Roster-SIM
RR-0001754,20251025,DAY-B,JD-006,Day B,1,0.69,A02,Roster-SIM
RR-0001755,20251025,DAY-B,BT-001,Day B,1,0.77,A03,Roster-SIM
RR-0001756,20251025,DAY-B,BT-002,Day B,1,0.774,A03,Roster-SIM
RR-0001757,20251025,DAY-B,BT-003,Day B,1,0.928,A03,Roster-SIM
RR-0001758,20251025,DAY-B,BT-004,Day B,1,0.751,A03,Roster-SIM
RR-0001759,20251025,DAY-B,BT-005,Day B,1,0.849,A03,Roster-SIM
RR-0001760,20251025,DAY-B,BT-006,Day B,1,0.69,A03,Roster-SIM
RR-0001761,20251025,DAY-B,UV-001,Day B,1,0.849,A04,Roster-SIM
RR-0001762,20251025,DAY-B,UV-002,Day B,1,0.797,A04,Roster-SIM
RR-0001763,20251025,DAY-B,UV-003,Day B,1,0.734,A04,Roster-SIM
RR-0001764,20251025,DAY-B,UV-004,Day B,1,0.758,A04,Roster-SIM
RR-0001765,20251025,NIGHT-A,TR-001,Night A,1,0.699,A01,Roster-SIM
RR-0001766,20251025,NIGHT-A,TR-002,Night A,1,0.735,A01,Roster-SIM
RR-0001767,20251025,NIGHT-A,TR-003,Night A,1,0.704,A01,Roster-SIM
RR-0001768,20251025,NIGHT-A,TR-004,Night A,1,0.805,A01,Roster-SIM
RR-0001769,20251025,NIGHT-A,TR-005,Night A,1,0.914,A01,Roster-SIM
RR-0001770,20251025,NIGHT-A,TR-006,Night A,1,0.649,A01,Roster-SIM
RR-0001771,20251025,NIGHT-A,TR-007,Night A,0,0.758,A01,Roster-SIM
RR-0001772,20251025,NIGHT-A,TR-008,Night A,1,0.8,A01,Roster-SIM
RR-0001773,20251025,NIGHT-A,TR-009,Night A,1,0.644,A01,Roster-SIM
RR-0001774,20251025,NIGHT-A,TR-010,Night A,1,0.755,A01,Roster-SIM
RR-0001775,20251025,NIGHT-A,TR-011,Night A,1,0.84,A01,Roster-SIM
RR-0001776,20251025,NIGHT-A,TR-012,Night A,1,0.676,A01,Roster-SIM
RR-0001777,20251025,NIGHT-A,LH-001,Night A,1,0.8,A01,Roster-SIM
RR-0001778,20251025,NIGHT-A,LH-002,Night A,1,0.737,A01,Roster-SIM
RR-0001779,20251025,NIGHT-A,LH-003,Night A,0,0.776,A01,Roster-SIM
RR-0001780,20251025,NIGHT-A,LH-004,Night A,1,0.944,A01,Roster-SIM
RR-0001781,20251025,NIGHT-A,LH-005,Night A,1,0.878,A01,Roster-SIM
RR-0001782,20251025,NIGHT-A,LH-006,Night A,1,0.756,A01,Roster-SIM
RR-0001783,20251025,NIGHT-A,LH-007,Night A,1,0.643,A01,Roster-SIM
RR-0001784,20251025,NIGHT-A,LH-008,Night A,1,0.82,A01,Roster-SIM
RR-0001785,20251025,NIGHT-A,JD-001,Night A,1,0.754,A02,Roster-SIM
RR-0001786,20251025,NIGHT-A,JD-002,Night A,1,0.86,A02,Roster-SIM
RR-0001787,20251025,NIGHT-A,JD-003,Night A,1,0.845,A02,Roster-SIM
RR-0001788,20251025,NIGHT-A,JD-004,Night A,1,0.715,A02,Roster-SIM
RR-0001789,20251025,NIGHT-A,JD-005,Night A,1,0.835,A02,Roster-SIM
RR-0001790,20251025,NIGHT-A,JD-006,Night A,1,0.898,A02,Roster-SIM
RR-0001791,20251025,NIGHT-A,BT-001,Night A,1,0.676,A03,Roster-SIM
RR-0001792,20251025,NIGHT-A,BT-002,Night A,1,0.86,A03,Roster-SIM
RR-0001793,20251025,NIGHT-A,BT-003,Night A,1,0.723,A03,Roster-SIM
RR-0001794,20251025,NIGHT-A,BT-004,Night A,1,0.66,A03,Roster-SIM
RR-0001795,20251025,NIGHT-A,BT-005,Night A,1,0.826,A03,Roster-SIM
RR-0001796,20251025,NIGHT-A,BT-006,Night A,1,0.793,A03,Roster-SIM
RR-0001797,20251025,NIGHT-A,UV-001,Night A,1,0.797,A04,Roster-SIM
RR-0001798,20251025,NIGHT-A,UV-002,Night A,1,0.72,A04,Roster-SIM
RR-0001799,20251025,NIGHT-A,UV-003,Night A,0,0.705,A04,Roster-SIM
RR-0001800,20251025,NIGHT-A,UV-004,Night A,1,0.591,A04,Roster-SIM
RR-0001801,20251026,DAY-B,TR-001,Day B,0,0.62,A01,Roster-SIM
RR-0001802,20251026,DAY-B,TR-002,Day B,1,0.777,A01,Roster-SIM
RR-0001803,20251026,DAY-B,TR-003,Day B,1,0.737,A01,Roster-SIM
RR-0001804,20251026,DAY-B,TR-004,Day B,1,0.8,A01,Roster-SIM
RR-0001805,20251026,DAY-B,TR-005,Day B,1,0.63,A01,Roster-SIM
RR-0001806,20251026,DAY-B,TR-006,Day B,1,0.823,A01,Roster-SIM
RR-0001807,20251026,DAY-B,TR-007,Day B,1,0.991,A01,Roster-SIM
RR-0001808,20251026,DAY-B,TR-008,Day B,1,0.744,A01,Roster-SIM
RR-0001809,20251026,DAY-B,TR-009,Day B,1,0.761,A01,Roster-SIM
RR-0001810,20251026,DAY-B,TR-010,Day B,1,0.832,A01,Roster-SIM
RR-0001811,20251026,DAY-B,TR-011,Day B,0,0.772,A01,Roster-SIM
RR-0001812,20251026,DAY-B,TR-012,Day B,1,0.794,A01,Roster-SIM
RR-0001813,20251026,DAY-B,LH-001,Day B,0,0.712,A01,Roster-SIM
RR-0001814,20251026,DAY-B,LH-002,Day B,1,0.839,A01,Roster-SIM
RR-0001815,20251026,DAY-B,LH-003,Day B,1,0.706,A01,Roster-SIM
RR-0001816,20251026,DAY-B,LH-004,Day B,1,0.712,A01,Roster-SIM
RR-0001817,20251026,DAY-B,LH-005,Day B,1,0.782,A01,Roster-SIM
RR-0001818,20251026,DAY-B,LH-006,Day B,0,0.708,A01,Roster-SIM
RR-0001819,20251026,DAY-B,LH-007,Day B,1,0.876,A01,Roster-SIM
RR-0001820,20251026,DAY-B,LH-008,Day B,1,0.822,A01,Roster-SIM
RR-0001821,20251026,DAY-B,JD-001,Day B,1,0.669,A02,Roster-SIM
RR-0001822,20251026,DAY-B,JD-002,Day B,1,0.888,A02,Roster-SIM
RR-0001823,20251026,DAY-B,JD-003,Day B,1,0.728,A02,Roster-SIM
RR-0001824,20251026,DAY-B,JD-004,Day B,1,0.831,A02,Roster-SIM
RR-0001825,20251026,DAY-B,JD-005,Day B,1,0.737,A02,Roster-SIM
RR-0001826,20251026,DAY-B,JD-006,Day B,1,0.742,A02,Roster-SIM
RR-0001827,20251026,DAY-B,BT-001,Day B,1,0.766,A03,Roster-SIM
RR-0001828,20251026,DAY-B,BT-002,Day B,1,0.829,A03,Roster-SIM
RR-0001829,20251026,DAY-B,BT-003,Day B,1,0.825,A03,Roster-SIM
RR-0001830,20251026,DAY-B,BT-004,Day B,1,0.78,A03,Roster-SIM
RR-0001831,20251026,DAY-B,BT-005,Day B,1,0.729,A03,Roster-SIM
RR-0001832,20251026,DAY-B,BT-006,Day B,1,0.802,A03,Roster-SIM
RR-0001833,20251026,DAY-B,UV-001,Day B,1,0.755,A04,Roster-SIM
RR-0001834,20251026,DAY-B,UV-002,Day B,1,0.697,A04,Roster-SIM
RR-0001835,20251026,DAY-B,UV-003,Day B,1,0.954,A04,Roster-SIM
RR-0001836,20251026,DAY-B,UV-004,Day B,1,0.638,A04,Roster-SIM
RR-0001837,20251026,NIGHT-A,TR-001,Night A,0,0.839,A01,Roster-SIM
RR-0001838,20251026,NIGHT-A,TR-002,Night A,0,0.612,A01,Roster-SIM
RR-0001839,20251026,NIGHT-A,TR-003,Night A,1,0.833,A01,Roster-SIM
RR-0001840,20251026,NIGHT-A,TR-004,Night A,0,0.702,A01,Roster-SIM
RR-0001841,20251026,NIGHT-A,TR-005,Night A,0,0.87,A01,Roster-SIM
RR-0001842,20251026,NIGHT-A,TR-006,Night A,1,0.787,A01,Roster-SIM
RR-0001843,20251026,NIGHT-A,TR-007,Night A,1,0.746,A01,Roster-SIM
RR-0001844,20251026,NIGHT-A,TR-008,Night A,1,0.966,A01,Roster-SIM
RR-0001845,20251026,NIGHT-A,TR-009,Night A,1,0.806,A01,Roster-SIM
RR-0001846,20251026,NIGHT-A,TR-010,Night A,1,0.763,A01,Roster-SIM
RR-0001847,20251026,NIGHT-A,TR-011,Night A,1,0.714,A01,Roster-SIM
RR-0001848,20251026,NIGHT-A,TR-012,Night A,1,0.828,A01,Roster-SIM
RR-0001849,20251026,NIGHT-A,LH-001,Night A,1,0.842,A01,Roster-SIM
RR-0001850,20251026,NIGHT-A,LH-002,Night A,1,0.714,A01,Roster-SIM
RR-0001851,20251026,NIGHT-A,LH-003,Night A,1,0.83,A01,Roster-SIM
RR-0001852,20251026,NIGHT-A,LH-004,Night A,1,0.72,A01,Roster-SIM
RR-0001853,20251026,NIGHT-A,LH-005,Night A,1,0.718,A01,Roster-SIM
RR-0001854,20251026,NIGHT-A,LH-006,Night A,1,0.722,A01,Roster-SIM
RR-0001855,20251026,NIGHT-A,LH-007,Night A,1,0.714,A01,Roster-SIM
RR-0001856,20251026,NIGHT-A,LH-008,Night A,1,0.803,A01,Roster-SIM
RR-0001857,20251026,NIGHT-A,JD-001,Night A,1,0.82,A02,Roster-SIM
RR-0001858,20251026,NIGHT-A,JD-002,Night A,1,0.803,A02,Roster-SIM
RR-0001859,20251026,NIGHT-A,JD-003,Night A,1,0.777,A02,Roster-SIM
RR-0001860,20251026,NIGHT-A,JD-004,Night A,1,0.774,A02,Roster-SIM
RR-0001861,20251026,NIGHT-A,JD-005,Night A,1,0.643,A02,Roster-SIM
RR-0001862,20251026,NIGHT-A,JD-006,Night A,1,0.791,A02,Roster-SIM
RR-0001863,20251026,NIGHT-A,BT-001,Night A,1,0.843,A03,Roster-SIM
RR-0001864,20251026,NIGHT-A,BT-002,Night A,1,0.925,A03,Roster-SIM
RR-0001865,20251026,NIGHT-A,BT-003,Night A,1,0.731,A03,Roster-SIM
RR-0001866,20251026,NIGHT-A,BT-004,Night A,1,0.831,A03,Roster-SIM
RR-0001867,20251026,NIGHT-A,BT-005,Night A,1,0.786,A03,Roster-SIM
RR-0001868,20251026,NIGHT-A,BT-006,Night A,1,0.768,A03,Roster-SIM
RR-0001869,20251026,NIGHT-A,UV-001,Night A,1,0.776,A04,Roster-SIM
RR-0001870,20251026,NIGHT-A,UV-002,Night A,1,0.815,A04,Roster-SIM
RR-0001871,20251026,NIGHT-A,UV-003,Night A,1,0.932,A04,Roster-SIM
RR-0001872,20251026,NIGHT-A,UV-004,Night A,1,0.838,A04,Roster-SIM
RR-0001873,20251027,DAY-A,TR-001,Day A,1,0.981,A01,Roster-SIM
RR-0001874,20251027,DAY-A,TR-002,Day A,1,0.847,A01,Roster-SIM
RR-0001875,20251027,DAY-A,TR-003,Day A,0,0.763,A01,Roster-SIM
RR-0001876,20251027,DAY-A,TR-004,Day A,1,0.743,A01,Roster-SIM
RR-0001877,20251027,DAY-A,TR-005,Day A,1,0.802,A01,Roster-SIM
RR-0001878,20251027,DAY-A,TR-006,Day A,1,0.646,A01,Roster-SIM
RR-0001879,20251027,DAY-A,TR-007,Day A,1,0.846,A01,Roster-SIM
RR-0001880,20251027,DAY-A,TR-008,Day A,1,0.814,A01,Roster-SIM
RR-0001881,20251027,DAY-A,TR-009,Day A,1,0.803,A01,Roster-SIM
RR-0001882,20251027,DAY-A,TR-010,Day A,1,0.797,A01,Roster-SIM
RR-0001883,20251027,DAY-A,TR-011,Day A,1,1.0,A01,Roster-SIM
RR-0001884,20251027,DAY-A,TR-012,Day A,1,1.0,A01,Roster-SIM
RR-0001885,20251027,DAY-A,LH-001,Day A,1,0.829,A01,Roster-SIM
RR-0001886,20251027,DAY-A,LH-002,Day A,1,0.8,A01,Roster-SIM
RR-0001887,20251027,DAY-A,LH-003,Day A,1,0.859,A01,Roster-SIM
RR-0001888,20251027,DAY-A,LH-004,Day A,1,0.791,A01,Roster-SIM
RR-0001889,20251027,DAY-A,LH-005,Day A,1,0.772,A01,Roster-SIM
RR-0001890,20251027,DAY-A,LH-006,Day A,1,0.715,A01,Roster-SIM
RR-0001891,20251027,DAY-A,LH-007,Day A,1,0.718,A01,Roster-SIM
RR-0001892,20251027,DAY-A,LH-008,Day A,1,0.782,A01,Roster-SIM
RR-0001893,20251027,DAY-A,JD-001,Day A,1,0.862,A02,Roster-SIM
RR-0001894,20251027,DAY-A,JD-002,Day A,1,0.686,A02,Roster-SIM
RR-0001895,20251027,DAY-A,JD-003,Day A,1,0.876,A02,Roster-SIM
RR-0001896,20251027,DAY-A,JD-004,Day A,1,0.895,A02,Roster-SIM
RR-0001897,20251027,DAY-A,JD-005,Day A,1,0.851,A02,Roster-SIM
RR-0001898,20251027,DAY-A,JD-006,Day A,1,0.827,A02,Roster-SIM
RR-0001899,20251027,DAY-A,BT-001,Day A,1,0.944,A03,Roster-SIM
RR-0001900,20251027,DAY-A,BT-002,Day A,0,0.816,A03,Roster-SIM
RR-0001901,20251027,DAY-A,BT-003,Day A,1,0.749,A03,Roster-SIM
RR-0001902,20251027,DAY-A,BT-004,Day A,1,0.882,A03,Roster-SIM
RR-0001903,20251027,DAY-A,BT-005,Day A,1,0.78,A03,Roster-SIM
RR-0001904,20251027,DAY-A,BT-006,Day A,1,0.792,A03,Roster-SIM
RR-0001905,20251027,DAY-A,UV-001,Day A,1,0.834,A04,Roster-SIM
RR-0001906,20251027,DAY-A,UV-002,Day A,0,0.841,A04,Roster-SIM
RR-0001907,20251027,DAY-A,UV-003,Day A,1,0.84,A04,Roster-SIM
RR-0001908,20251027,DAY-A,UV-004,Day A,1,1.0,A04,Roster-SIM
RR-0001909,20251027,NIGHT-B,TR-001,Night B,1,0.81,A01,Roster-SIM
RR-0001910,20251027,NIGHT-B,TR-002,Night B,1,0.772,A01,Roster-SIM
RR-0001911,20251027,NIGHT-B,TR-003,Night B,1,0.885,A01,Roster-SIM
RR-0001912,20251027,NIGHT-B,TR-004,Night B,1,0.841,A01,Roster-SIM
RR-0001913,20251027,NIGHT-B,TR-005,Night B,1,0.857,A01,Roster-SIM
RR-0001914,20251027,NIGHT-B,TR-006,Night B,0,0.815,A01,Roster-SIM
RR-0001915,20251027,NIGHT-B,TR-007,Night B,1,0.699,A01,Roster-SIM
RR-0001916,20251027,NIGHT-B,TR-008,Night B,1,0.669,A01,Roster-SIM
RR-0001917,20251027,NIGHT-B,TR-009,Night B,1,0.654,A01,Roster-SIM
RR-0001918,20251027,NIGHT-B,TR-010,Night B,1,0.895,A01,Roster-SIM
RR-0001919,20251027,NIGHT-B,TR-011,Night B,0,0.791,A01,Roster-SIM
RR-0001920,20251027,NIGHT-B,TR-012,Night B,1,0.722,A01,Roster-SIM
RR-0001921,20251027,NIGHT-B,LH-001,Night B,1,0.813,A01,Roster-SIM
RR-0001922,20251027,NIGHT-B,LH-002,Night B,1,0.753,A01,Roster-SIM
RR-0001923,20251027,NIGHT-B,LH-003,Night B,0,0.779,A01,Roster-SIM
RR-0001924,20251027,NIGHT-B,LH-004,Night B,1,0.739,A01,Roster-SIM
RR-0001925,20251027,NIGHT-B,LH-005,Night B,1,0.759,A01,Roster-SIM
RR-0001926,20251027,NIGHT-B,LH-006,Night B,1,0.788,A01,Roster-SIM
RR-0001927,20251027,NIGHT-B,LH-007,Night B,1,0.721,A01,Roster-SIM
RR-0001928,20251027,NIGHT-B,LH-008,Night B,1,0.854,A01,Roster-SIM
RR-0001929,20251027,NIGHT-B,JD-001,Night B,1,0.67,A02,Roster-SIM
