ReadingID,DateKey,ReadingTimestamp,UnitCode,SMUHours,ConditionIndex,HydraulicOilTempC,FeParticlesPPM,BrakeTestDaysOverdue,VibrationIndex,ActiveAlertCount,SourceSystem
CM-0004078,20260122,2026-01-22 08:00:00,TR-010,10659.8,0.784,83.4,37.9,0,0.88,0,PI-SIM
CM-0004079,20260122,2026-01-22 08:00:00,TR-011,15547.8,0.838,79.6,42.5,0,0.577,0,PI-SIM
CM-0004080,20260122,2026-01-22 08:00:00,TR-012,17732.7,0.818,81.4,26.3,0,0.512,0,PI-SIM
CM-0004081,20260122,2026-01-22 08:00:00,LH-001,16529.9,0.7,84.1,41.7,0,0.821,0,PI-SIM
CM-0004082,20260122,2026-01-22 08:00:00,LH-002,12248.0,0.698,95.3,44.4,0,0.821,0,PI-SIM
CM-0004083,20260122,2026-01-22 08:00:00,LH-003,11935.8,0.701,90.9,51.1,0,0.933,0,PI-SIM
CM-0004084,20260122,2026-01-22 08:00:00,LH-004,16269.2,0.696,91.6,33.9,0,0.71,0,PI-SIM
CM-0004085,20260122,2026-01-22 08:00:00,LH-005,12532.4,0.788,83.3,25.2,0,0.521,0,PI-SIM
CM-0004086,20260122,2026-01-22 08:00:00,LH-006,14979.1,0.743,88.5,39.0,0,0.766,0,PI-SIM
CM-0004087,20260122,2026-01-22 08:00:00,LH-007,17269.6,0.779,87.0,40.6,0,0.666,0,PI-SIM
CM-0004088,20260122,2026-01-22 08:00:00,LH-008,9412.6,0.713,91.6,60.4,0,0.694,0,PI-SIM
CM-0004089,20260122,2026-01-22 08:00:00,JD-001,17051.4,0.754,87.7,36.8,0,0.698,0,PI-SIM
CM-0004090,20260122,2026-01-22 08:00:00,JD-002,12715.1,0.828,91.1,42.6,0,0.383,0,PI-SIM
CM-0004091,20260122,2026-01-22 08:00:00,JD-003,10483.5,0.782,83.5,33.0,0,0.68,0,PI-SIM
CM-0004092,20260122,2026-01-22 08:00:00,JD-004,18029.9,0.667,91.5,48.3,0,0.881,0,PI-SIM
CM-0004093,20260122,2026-01-22 08:00:00,JD-005,19229.1,0.684,94.4,71.3,0,0.777,0,PI-SIM
CM-0004094,20260122,2026-01-22 08:00:00,JD-006,18221.2,0.795,88.3,29.9,0,0.573,0,PI-SIM
CM-0004095,20260122,2026-01-22 08:00:00,BT-001,11915.5,0.809,79.5,28.5,0,0.512,0,PI-SIM
CM-0004096,20260122,2026-01-22 08:00:00,BT-002,18896.7,0.774,89.4,45.9,0,0.766,0,PI-SIM
CM-0004097,20260122,2026-01-22 08:00:00,BT-003,17784.1,0.791,84.5,37.0,0,0.68,0,PI-SIM
CM-0004098,20260122,2026-01-22 08:00:00,BT-004,19157.8,0.759,91.1,39.9,0,0.711,0,PI-SIM
CM-0004099,20260122,2026-01-22 08:00:00,BT-005,8424.6,0.911,79.8,23.7,0,0.333,0,PI-SIM
CM-0004100,20260122,2026-01-22 08:00:00,BT-006,18205.8,0.772,83.2,22.9,0,0.718,0,PI-SIM
CM-0004101,20260122,2026-01-22 08:00:00,UV-001,9340.5,0.883,83.8,14.7,0,0.568,0,PI-SIM
CM-0004102,20260122,2026-01-22 08:00:00,UV-002,12753.2,0.938,80.6,21.1,0,0.205,0,PI-SIM
CM-0004103,20260122,2026-01-22 08:00:00,UV-003,13489.0,0.833,81.2,38.8,0,0.463,0,PI-SIM
CM-0004104,20260122,2026-01-22 08:00:00,UV-004,9812.5,0.93,80.3,21.8,0,0.448,0,PI-SIM
CM-0004105,20260123,2026-01-23 08:00:00,TR-001,15250.8,0.807,83.3,39.9,0,0.694,0,PI-SIM
CM-0004106,20260123,2026-01-23 08:00:00,TR-002,18928.2,0.814,86.1,23.7,0,0.559,0,PI-SIM
CM-0004107,20260123,2026-01-23 08:00:00,TR-003,13520.1,0.769,89.2,29.4,0,0.665,0,PI-SIM
CM-0004108,20260123,2026-01-23 08:00:00,TR-004,8341.9,0.776,89.6,13.5,0,0.665,0,PI-SIM
CM-0004109,20260123,2026-01-23 08:00:00,TR-005,10720.8,0.782,87.6,38.8,0,0.635,0,PI-SIM
CM-0004110,20260123,2026-01-23 08:00:00,TR-006,12802.0,0.793,84.3,30.9,0,0.692,0,PI-SIM
CM-0004111,20260123,2026-01-23 08:00:00,TR-007,18641.0,0.804,80.3,27.9,0,0.697,0,PI-SIM
CM-0004112,20260123,2026-01-23 08:00:00,TR-008,13677.1,0.816,86.9,27.1,0,0.768,0,PI-SIM
CM-0004113,20260123,2026-01-23 08:00:00,TR-009,10001.2,0.838,84.7,24.1,0,0.568,0,PI-SIM
CM-0004114,20260123,2026-01-23 08:00:00,TR-010,10674.0,0.73,83.6,33.5,0,0.8,0,PI-SIM
CM-0004115,20260123,2026-01-23 08:00:00,TR-011,15562.6,0.784,86.8,34.8,0,0.667,0,PI-SIM
CM-0004116,20260123,2026-01-23 08:00:00,TR-012,17747.6,0.848,82.5,28.6,0,0.549,0,PI-SIM
CM-0004117,20260123,2026-01-23 08:00:00,LH-001,16543.9,0.702,88.1,49.0,0,0.902,0,PI-SIM
CM-0004118,20260123,2026-01-23 08:00:00,LH-002,12261.6,0.693,93.9,47.0,0,0.751,0,PI-SIM
CM-0004119,20260123,2026-01-23 08:00:00,LH-003,11949.8,0.673,84.9,50.0,0,0.791,0,PI-SIM
CM-0004120,20260123,2026-01-23 08:00:00,LH-004,16282.7,0.736,90.2,41.8,0,0.71,0,PI-SIM
CM-0004121,20260123,2026-01-23 08:00:00,LH-005,12546.2,0.795,86.2,44.3,0,0.626,0,PI-SIM
CM-0004122,20260123,2026-01-23 08:00:00,LH-006,14993.0,0.776,88.2,28.5,0,0.77,0,PI-SIM
CM-0004123,20260123,2026-01-23 08:00:00,LH-007,17283.7,0.753,91.2,36.9,0,0.654,0,PI-SIM
CM-0004124,20260123,2026-01-23 08:00:00,LH-008,9425.9,0.716,89.0,32.0,0,0.632,0,PI-SIM
CM-0004125,20260123,2026-01-23 08:00:00,JD-001,17064.1,0.708,82.0,45.9,0,0.837,0,PI-SIM
CM-0004126,20260123,2026-01-23 08:00:00,JD-002,12728.0,0.814,89.1,31.6,0,0.617,0,PI-SIM
CM-0004127,20260123,2026-01-23 08:00:00,JD-003,10496.5,0.783,80.4,42.8,0,0.592,0,PI-SIM
CM-0004128,20260123,2026-01-23 08:00:00,JD-004,18042.0,0.8,84.8,30.1,0,0.601,0,PI-SIM
CM-0004129,20260123,2026-01-23 08:00:00,JD-005,19240.7,0.61,94.9,47.2,0,0.992,0,PI-SIM
CM-0004130,20260123,2026-01-23 08:00:00,JD-006,18234.2,0.763,83.5,53.1,0,0.453,0,PI-SIM
CM-0004131,20260123,2026-01-23 08:00:00,BT-001,11927.9,0.77,86.7,34.9,0,0.794,0,PI-SIM
CM-0004132,20260123,2026-01-23 08:00:00,BT-002,18909.2,0.864,82.5,32.0,0,0.609,0,PI-SIM
CM-0004133,20260123,2026-01-23 08:00:00,BT-003,17796.5,0.772,84.4,40.0,0,0.836,0,PI-SIM
CM-0004134,20260123,2026-01-23 08:00:00,BT-004,19170.3,0.844,86.1,43.2,0,0.415,0,PI-SIM
CM-0004135,20260123,2026-01-23 08:00:00,BT-005,8437.8,0.821,86.1,19.7,0,0.494,0,PI-SIM
CM-0004136,20260123,2026-01-23 08:00:00,BT-006,18218.2,0.715,90.7,37.9,0,0.876,0,PI-SIM
CM-0004137,20260123,2026-01-23 08:00:00,UV-001,9352.4,0.815,90.9,38.8,0,0.534,0,PI-SIM
CM-0004138,20260123,2026-01-23 08:00:00,UV-002,12765.6,0.863,80.7,45.6,0,0.393,0,PI-SIM
CM-0004139,20260123,2026-01-23 08:00:00,UV-003,13500.9,0.819,83.0,30.6,0,0.674,0,PI-SIM
CM-0004140,20260123,2026-01-23 08:00:00,UV-004,9824.5,0.85,79.0,22.6,0,0.443,0,PI-SIM
CM-0004141,20260124,2026-01-24 08:00:00,TR-001,15265.7,0.831,82.8,19.1,0,0.483,0,PI-SIM
CM-0004142,20260124,2026-01-24 08:00:00,TR-002,18943.0,0.793,80.6,41.4,0,0.685,0,PI-SIM
CM-0004143,20260124,2026-01-24 08:00:00,TR-003,13534.8,0.75,90.0,38.3,0,0.789,0,PI-SIM
CM-0004144,20260124,2026-01-24 08:00:00,TR-004,8356.6,0.734,91.4,59.7,0,0.668,0,PI-SIM
CM-0004145,20260124,2026-01-24 08:00:00,TR-005,10735.6,0.763,91.4,41.3,0,0.719,0,PI-SIM
CM-0004146,20260124,2026-01-24 08:00:00,TR-006,12816.9,0.804,80.8,51.4,0,0.754,0,PI-SIM
CM-0004147,20260124,2026-01-24 08:00:00,TR-007,18655.7,0.768,87.9,26.9,0,0.512,0,PI-SIM
CM-0004148,20260124,2026-01-24 08:00:00,TR-008,13692.5,0.907,80.2,28.2,0,0.514,0,PI-SIM
CM-0004149,20260124,2026-01-24 08:00:00,TR-009,10016.2,0.834,86.2,27.6,0,0.493,0,PI-SIM
CM-0004150,20260124,2026-01-24 08:00:00,TR-010,10688.3,0.816,87.1,33.4,0,0.525,0,PI-SIM
CM-0004151,20260124,2026-01-24 08:00:00,TR-011,15577.3,0.782,81.4,33.9,0,0.498,0,PI-SIM
CM-0004152,20260124,2026-01-24 08:00:00,TR-012,17762.6,0.77,84.3,39.5,0,0.723,0,PI-SIM
CM-0004153,20260124,2026-01-24 08:00:00,LH-001,16557.9,0.711,93.5,33.8,0,0.85,0,PI-SIM
CM-0004154,20260124,2026-01-24 08:00:00,LH-002,12275.3,0.734,83.9,55.0,0,0.741,0,PI-SIM
CM-0004155,20260124,2026-01-24 08:00:00,LH-003,11963.8,0.781,86.8,48.0,0,0.526,0,PI-SIM
CM-0004156,20260124,2026-01-24 08:00:00,LH-004,16296.3,0.674,95.7,42.6,0,0.787,0,PI-SIM
CM-0004157,20260124,2026-01-24 08:00:00,LH-005,12559.9,0.825,83.7,31.0,0,0.557,0,PI-SIM
CM-0004158,20260124,2026-01-24 08:00:00,LH-006,15007.0,0.75,85.1,32.5,0,0.741,0,PI-SIM
CM-0004159,20260124,2026-01-24 08:00:00,LH-007,17297.8,0.801,81.5,38.9,0,0.677,0,PI-SIM
CM-0004160,20260124,2026-01-24 08:00:00,LH-008,9439.2,0.765,84.5,38.3,0,0.76,0,PI-SIM
CM-0004161,20260124,2026-01-24 08:00:00,JD-001,17076.8,0.744,90.0,32.8,0,0.715,0,PI-SIM
CM-0004162,20260124,2026-01-24 08:00:00,JD-002,12740.9,0.795,88.3,28.5,0,0.494,0,PI-SIM
CM-0004163,20260124,2026-01-24 08:00:00,JD-003,10509.4,0.853,87.2,27.2,0,0.314,0,PI-SIM
CM-0004164,20260124,2026-01-24 08:00:00,JD-004,18054.2,0.717,87.4,37.2,0,0.661,0,PI-SIM
CM-0004165,20260124,2026-01-24 08:00:00,JD-005,19252.2,0.661,90.1,49.5,0,0.854,0,PI-SIM
CM-0004166,20260124,2026-01-24 08:00:00,JD-006,18247.2,0.807,85.2,20.0,0,0.621,0,PI-SIM
CM-0004167,20260124,2026-01-24 08:00:00,BT-001,11940.4,0.844,86.7,28.1,0,0.513,0,PI-SIM
CM-0004168,20260124,2026-01-24 08:00:00,BT-002,18921.7,0.813,87.3,30.5,0,0.528,0,PI-SIM
CM-0004169,20260124,2026-01-24 08:00:00,BT-003,17808.9,0.815,88.0,42.0,0,0.583,0,PI-SIM
CM-0004170,20260124,2026-01-24 08:00:00,BT-004,19182.7,0.769,81.3,41.2,0,0.728,0,PI-SIM
CM-0004171,20260124,2026-01-24 08:00:00,BT-005,8451.1,0.893,81.7,20.5,0,0.418,0,PI-SIM
CM-0004172,20260124,2026-01-24 08:00:00,BT-006,18230.5,0.774,86.8,39.5,0,0.691,0,PI-SIM
CM-0004173,20260124,2026-01-24 08:00:00,UV-001,9364.2,0.822,86.3,33.1,0,0.53,0,PI-SIM
CM-0004174,20260124,2026-01-24 08:00:00,UV-002,12778.0,0.914,80.5,35.2,0,0.268,0,PI-SIM
CM-0004175,20260124,2026-01-24 08:00:00,UV-003,13512.8,0.868,85.0,10.5,0,0.518,0,PI-SIM
CM-0004176,20260124,2026-01-24 08:00:00,UV-004,9836.4,0.786,84.4,55.1,0,0.525,0,PI-SIM
CM-0004177,20260125,2026-01-25 08:00:00,TR-001,15280.6,0.804,87.1,31.8,0,0.556,0,PI-SIM
CM-0004178,20260125,2026-01-25 08:00:00,TR-002,18957.9,0.799,86.9,40.3,0,0.658,0,PI-SIM
CM-0004179,20260125,2026-01-25 08:00:00,TR-003,13549.5,0.724,81.5,43.5,0,0.703,0,PI-SIM
CM-0004180,20260125,2026-01-25 08:00:00,TR-004,8371.2,0.741,87.2,33.9,0,0.607,0,PI-SIM
CM-0004181,20260125,2026-01-25 08:00:00,TR-005,10750.5,0.818,87.4,27.1,0,0.572,0,PI-SIM
CM-0004182,20260125,2026-01-25 08:00:00,TR-006,12831.8,0.835,89.3,33.4,0,0.451,0,PI-SIM
CM-0004183,20260125,2026-01-25 08:00:00,TR-007,18670.5,0.765,89.4,42.6,0,0.686,0,PI-SIM
CM-0004184,20260125,2026-01-25 08:00:00,TR-008,13707.8,0.781,91.2,45.8,0,0.691,0,PI-SIM
CM-0004185,20260125,2026-01-25 08:00:00,TR-009,10031.2,0.775,89.9,44.9,0,0.71,0,PI-SIM
CM-0004186,20260125,2026-01-25 08:00:00,TR-010,10702.5,0.75,87.8,28.8,0,0.773,0,PI-SIM
CM-0004187,20260125,2026-01-25 08:00:00,TR-011,15592.1,0.794,90.1,54.7,0,0.572,0,PI-SIM
CM-0004188,20260125,2026-01-25 08:00:00,TR-012,17777.5,0.869,79.0,11.6,0,0.425,0,PI-SIM
CM-0004189,20260125,2026-01-25 08:00:00,LH-001,16572.0,0.771,86.2,40.1,0,0.604,0,PI-SIM
CM-0004190,20260125,2026-01-25 08:00:00,LH-002,12288.9,0.683,90.8,39.6,0,0.844,0,PI-SIM
CM-0004191,20260125,2026-01-25 08:00:00,LH-003,11977.8,0.76,83.7,58.7,0,0.739,0,PI-SIM
CM-0004192,20260125,2026-01-25 08:00:00,LH-004,16309.9,0.698,92.6,56.7,0,0.715,0,PI-SIM
CM-0004193,20260125,2026-01-25 08:00:00,LH-005,12573.7,0.742,89.8,35.1,0,0.769,0,PI-SIM
CM-0004194,20260125,2026-01-25 08:00:00,LH-006,15020.9,0.762,90.8,41.9,0,0.553,0,PI-SIM
CM-0004195,20260125,2026-01-25 08:00:00,LH-007,17311.9,0.832,84.7,33.5,0,0.603,0,PI-SIM
CM-0004196,20260125,2026-01-25 08:00:00,LH-008,9452.6,0.726,84.7,46.0,0,0.705,0,PI-SIM
CM-0004197,20260125,2026-01-25 08:00:00,JD-001,17089.6,0.743,84.8,40.0,0,0.478,0,PI-SIM
CM-0004198,20260125,2026-01-25 08:00:00,JD-002,12753.8,0.769,84.2,51.3,0,0.723,0,PI-SIM
CM-0004199,20260125,2026-01-25 08:00:00,JD-003,10522.3,0.876,86.0,22.1,0,0.602,0,PI-SIM
CM-0004200,20260125,2026-01-25 08:00:00,JD-004,18066.3,0.593,90.9,45.6,0,1.098,0,PI-SIM
CM-0004201,20260125,2026-01-25 08:00:00,JD-005,19263.7,0.667,88.4,52.5,0,0.938,0,PI-SIM
CM-0004202,20260125,2026-01-25 08:00:00,JD-006,18260.2,0.845,80.6,30.2,0,0.484,0,PI-SIM
CM-0004203,20260125,2026-01-25 08:00:00,BT-001,11952.8,0.808,91.3,23.5,0,0.655,0,PI-SIM
CM-0004204,20260125,2026-01-25 08:00:00,BT-002,18934.2,0.86,84.3,31.3,0,0.388,0,PI-SIM
CM-0004205,20260125,2026-01-25 08:00:00,BT-003,17821.2,0.717,89.7,63.0,0,0.776,0,PI-SIM
CM-0004206,20260125,2026-01-25 08:00:00,BT-004,19195.2,0.834,83.4,27.8,0,0.417,0,PI-SIM
CM-0004207,20260125,2026-01-25 08:00:00,BT-005,8464.4,0.932,83.7,19.2,0,0.365,0,PI-SIM
CM-0004208,20260125,2026-01-25 08:00:00,BT-006,18242.8,0.755,85.1,44.3,0,0.71,0,PI-SIM
CM-0004209,20260125,2026-01-25 08:00:00,UV-001,9376.0,0.834,84.9,25.2,0,0.65,0,PI-SIM
CM-0004210,20260125,2026-01-25 08:00:00,UV-002,12790.4,0.887,82.7,33.7,0,0.439,0,PI-SIM
CM-0004211,20260125,2026-01-25 08:00:00,UV-003,13524.7,0.9,84.1,24.3,0,0.452,0,PI-SIM
CM-0004212,20260125,2026-01-25 08:00:00,UV-004,9848.4,0.938,82.0,26.7,0,0.346,0,PI-SIM
CM-0004213,20260126,2026-01-26 08:00:00,TR-001,15295.5,0.907,79.6,32.0,0,0.482,0,PI-SIM
CM-0004214,20260126,2026-01-26 08:00:00,TR-002,18972.8,0.857,80.9,42.0,0,0.619,0,PI-SIM
CM-0004215,20260126,2026-01-26 08:00:00,TR-003,13564.2,0.762,92.4,58.6,0,0.772,0,PI-SIM
CM-0004216,20260126,2026-01-26 08:00:00,TR-004,8385.9,0.745,92.8,34.4,0,0.746,0,PI-SIM
CM-0004217,20260126,2026-01-26 08:00:00,TR-005,10765.3,0.819,88.4,37.6,0,0.493,0,PI-SIM
CM-0004218,20260126,2026-01-26 08:00:00,TR-006,12846.7,0.761,88.4,42.0,0,0.651,0,PI-SIM
CM-0004219,20260126,2026-01-26 08:00:00,TR-007,18685.2,0.754,84.8,33.0,0,0.702,0,PI-SIM
CM-0004220,20260126,2026-01-26 08:00:00,TR-008,13723.2,0.791,86.7,35.3,0,0.667,0,PI-SIM
CM-0004221,20260126,2026-01-26 08:00:00,TR-009,10046.1,0.833,85.0,41.5,0,0.563,0,PI-SIM
CM-0004222,20260126,2026-01-26 08:00:00,TR-010,10716.8,0.775,85.8,44.4,0,0.523,0,PI-SIM
CM-0004223,20260126,2026-01-26 08:00:00,TR-011,15606.8,0.811,86.8,24.6,0,0.599,0,PI-SIM
CM-0004224,20260126,2026-01-26 08:00:00,TR-012,17792.5,0.827,85.2,32.3,0,0.574,0,PI-SIM
CM-0004225,20260126,2026-01-26 08:00:00,LH-001,16586.0,0.739,88.2,44.7,0,0.776,0,PI-SIM
CM-0004226,20260126,2026-01-26 08:00:00,LH-002,12302.5,0.723,88.0,38.7,0,0.75,0,PI-SIM
CM-0004227,20260126,2026-01-26 08:00:00,LH-003,11991.7,0.74,82.4,31.6,0,0.715,0,PI-SIM
CM-0004228,20260126,2026-01-26 08:00:00,LH-004,16323.4,0.709,88.2,40.5,0,0.711,0,PI-SIM
CM-0004229,20260126,2026-01-26 08:00:00,LH-005,12587.4,0.735,91.0,48.4,0,0.663,0,PI-SIM
CM-0004230,20260126,2026-01-26 08:00:00,LH-006,15034.8,0.734,88.0,53.7,0,0.653,0,PI-SIM
CM-0004231,20260126,2026-01-26 08:00:00,LH-007,17326.0,0.807,83.1,33.1,0,0.772,0,PI-SIM
CM-0004232,20260126,2026-01-26 08:00:00,LH-008,9465.9,0.691,92.4,45.3,0,0.831,0,PI-SIM
CM-0004233,20260126,2026-01-26 08:00:00,JD-001,17102.3,0.735,89.9,42.4,0,0.646,0,PI-SIM
CM-0004234,20260126,2026-01-26 08:00:00,JD-002,12766.7,0.817,87.6,27.4,0,0.424,0,PI-SIM
CM-0004235,20260126,2026-01-26 08:00:00,JD-003,10535.3,0.803,84.4,47.8,0,0.506,0,PI-SIM
CM-0004236,20260126,2026-01-26 08:00:00,JD-004,18078.4,0.681,85.1,54.5,0,0.807,0,PI-SIM
CM-0004237,20260126,2026-01-26 08:00:00,JD-005,19275.3,0.645,89.4,47.3,0,0.937,0,PI-SIM
CM-0004238,20260126,2026-01-26 08:00:00,JD-006,18273.1,0.874,85.9,32.7,0,0.389,0,PI-SIM
CM-0004239,20260126,2026-01-26 08:00:00,BT-001,11965.2,0.842,83.4,43.5,0,0.624,0,PI-SIM
CM-0004240,20260126,2026-01-26 08:00:00,BT-002,18946.7,0.779,88.2,43.6,0,0.525,0,PI-SIM
CM-0004241,20260126,2026-01-26 08:00:00,BT-003,17833.6,0.821,83.7,28.6,0,0.428,0,PI-SIM
CM-0004242,20260126,2026-01-26 08:00:00,BT-004,19207.7,0.781,88.8,46.0,0,0.545,0,PI-SIM
CM-0004243,20260126,2026-01-26 08:00:00,BT-005,8477.7,0.896,85.0,43.8,0,0.481,0,PI-SIM
CM-0004244,20260126,2026-01-26 08:00:00,BT-006,18255.1,0.792,85.0,26.5,0,0.58,0,PI-SIM
CM-0004245,20260126,2026-01-26 08:00:00,UV-001,9387.8,0.835,88.5,41.5,0,0.595,0,PI-SIM
CM-0004246,20260126,2026-01-26 08:00:00,UV-002,12802.8,0.916,80.8,35.7,0,0.39,0,PI-SIM
CM-0004247,20260126,2026-01-26 08:00:00,UV-003,13536.6,0.888,83.6,30.7,0,0.371,0,PI-SIM
CM-0004248,20260126,2026-01-26 08:00:00,UV-004,9860.3,0.916,80.9,37.1,0,0.46,0,PI-SIM
CM-0004249,20260127,2026-01-27 08:00:00,TR-001,15310.4,0.829,90.0,25.6,0,0.412,0,PI-SIM
CM-0004250,20260127,2026-01-27 08:00:00,TR-002,18987.6,0.862,88.7,26.0,0,0.495,0,PI-SIM
CM-0004251,20260127,2026-01-27 08:00:00,TR-003,13578.8,0.761,85.5,53.6,0,0.684,0,PI-SIM
CM-0004252,20260127,2026-01-27 08:00:00,TR-004,8400.5,0.716,87.9,35.7,0,0.639,0,PI-SIM
CM-0004253,20260127,2026-01-27 08:00:00,TR-005,10780.1,0.808,85.3,44.0,0,0.632,0,PI-SIM
CM-0004254,20260127,2026-01-27 08:00:00,TR-006,12861.6,0.847,84.5,28.9,0,0.602,0,PI-SIM
CM-0004255,20260127,2026-01-27 08:00:00,TR-007,18699.9,0.727,91.7,29.0,0,0.817,0,PI-SIM
CM-0004256,20260127,2026-01-27 08:00:00,TR-008,13738.5,0.794,84.6,45.6,0,0.543,0,PI-SIM
CM-0004257,20260127,2026-01-27 08:00:00,TR-009,10061.1,0.852,84.7,21.4,0,0.63,0,PI-SIM
CM-0004258,20260127,2026-01-27 08:00:00,TR-010,10731.1,0.732,83.6,34.1,0,0.578,0,PI-SIM
CM-0004259,20260127,2026-01-27 08:00:00,TR-011,15621.5,0.778,90.0,37.8,0,0.528,0,PI-SIM
CM-0004260,20260127,2026-01-27 08:00:00,TR-012,17807.4,0.854,81.0,23.6,0,0.486,0,PI-SIM
CM-0004261,20260127,2026-01-27 08:00:00,LH-001,16600.0,0.761,89.8,46.8,0,0.707,0,PI-SIM
CM-0004262,20260127,2026-01-27 08:00:00,LH-002,12316.2,0.705,93.4,36.6,0,0.835,0,PI-SIM
CM-0004263,20260127,2026-01-27 08:00:00,LH-003,12005.7,0.767,88.5,22.5,0,0.66,0,PI-SIM
CM-0004264,20260127,2026-01-27 08:00:00,LH-004,16337.0,0.713,90.4,34.3,0,0.873,0,PI-SIM
CM-0004265,20260127,2026-01-27 08:00:00,LH-005,12601.2,0.804,83.1,44.8,0,0.549,0,PI-SIM
CM-0004266,20260127,2026-01-27 08:00:00,LH-006,15048.7,0.746,87.3,39.3,0,0.659,0,PI-SIM
CM-0004267,20260127,2026-01-27 08:00:00,LH-007,17340.1,0.707,87.3,52.2,0,0.924,0,PI-SIM
CM-0004268,20260127,2026-01-27 08:00:00,LH-008,9479.2,0.776,83.4,34.4,0,0.681,0,PI-SIM
CM-0004269,20260127,2026-01-27 08:00:00,JD-001,17115.0,0.729,90.2,42.0,0,0.76,0,PI-SIM
CM-0004270,20260127,2026-01-27 08:00:00,JD-002,12779.6,0.76,90.9,33.8,0,0.816,0,PI-SIM
CM-0004271,20260127,2026-01-27 08:00:00,JD-003,10548.2,0.777,85.1,38.0,0,0.58,0,PI-SIM
CM-0004272,20260127,2026-01-27 08:00:00,JD-004,18090.5,0.656,93.8,63.6,0,0.875,0,PI-SIM
CM-0004273,20260127,2026-01-27 08:00:00,JD-005,19286.8,0.704,90.4,48.8,0,0.815,0,PI-SIM
CM-0004274,20260127,2026-01-27 08:00:00,JD-006,18286.1,0.822,87.0,46.3,0,0.517,0,PI-SIM
CM-0004275,20260127,2026-01-27 08:00:00,BT-001,11977.6,0.827,87.9,21.5,0,0.476,0,PI-SIM
CM-0004276,20260127,2026-01-27 08:00:00,BT-002,18959.2,0.88,88.3,29.9,0,0.661,0,PI-SIM
CM-0004277,20260127,2026-01-27 08:00:00,BT-003,17846.0,0.753,95.1,40.2,0,0.777,0,PI-SIM
CM-0004278,20260127,2026-01-27 08:00:00,BT-004,19220.1,0.815,86.5,33.0,0,0.566,0,PI-SIM
CM-0004279,20260127,2026-01-27 08:00:00,BT-005,8490.9,0.887,82.9,30.4,0,0.436,0,PI-SIM
CM-0004280,20260127,2026-01-27 08:00:00,BT-006,18267.4,0.801,85.5,35.7,0,0.663,0,PI-SIM
CM-0004281,20260127,2026-01-27 08:00:00,UV-001,9399.6,0.811,84.6,38.8,0,0.806,0,PI-SIM
CM-0004282,20260127,2026-01-27 08:00:00,UV-002,12815.2,0.886,83.6,30.1,0,0.389,0,PI-SIM
CM-0004283,20260127,2026-01-27 08:00:00,UV-003,13548.4,0.823,85.0,20.2,0,0.609,0,PI-SIM
CM-0004284,20260127,2026-01-27 08:00:00,UV-004,9872.3,0.871,83.5,33.0,0,0.567,0,PI-SIM
CM-0004285,20260128,2026-01-28 08:00:00,TR-001,15325.4,0.87,84.9,31.1,0,0.344,0,PI-SIM
CM-0004286,20260128,2026-01-28 08:00:00,TR-002,19002.5,0.801,90.2,37.5,0,0.611,0,PI-SIM
CM-0004287,20260128,2026-01-28 08:00:00,TR-003,13593.5,0.771,82.4,28.0,0,0.659,0,PI-SIM
CM-0004288,20260128,2026-01-28 08:00:00,TR-004,8415.2,0.793,88.4,30.7,0,0.704,0,PI-SIM
CM-0004289,20260128,2026-01-28 08:00:00,TR-005,10795.0,0.83,86.4,29.2,0,0.651,0,PI-SIM
CM-0004290,20260128,2026-01-28 08:00:00,TR-006,12876.5,0.79,79.1,40.6,0,0.754,0,PI-SIM
CM-0004291,20260128,2026-01-28 08:00:00,TR-007,18714.6,0.773,88.5,28.2,0,0.701,0,PI-SIM
CM-0004292,20260128,2026-01-28 08:00:00,TR-008,13753.9,0.796,83.2,43.6,0,0.572,0,PI-SIM
CM-0004293,20260128,2026-01-28 08:00:00,TR-009,10076.1,0.854,85.0,32.5,0,0.46,0,PI-SIM
CM-0004294,20260128,2026-01-28 08:00:00,TR-010,10745.3,0.782,89.7,36.5,0,0.767,0,PI-SIM
CM-0004295,20260128,2026-01-28 08:00:00,TR-011,15636.3,0.832,82.0,32.8,0,0.569,0,PI-SIM
CM-0004296,20260128,2026-01-28 08:00:00,TR-012,17822.4,0.763,87.4,42.2,0,0.724,0,PI-SIM
CM-0004297,20260128,2026-01-28 08:00:00,LH-001,16614.0,0.774,91.4,36.8,0,0.644,0,PI-SIM
CM-0004298,20260128,2026-01-28 08:00:00,LH-002,12329.8,0.686,91.7,59.0,0,0.896,0,PI-SIM
CM-0004299,20260128,2026-01-28 08:00:00,LH-003,12019.7,0.741,92.8,45.9,0,0.753,0,PI-SIM
CM-0004300,20260128,2026-01-28 08:00:00,LH-004,16350.6,0.673,86.0,35.6,0,0.871,0,PI-SIM
CM-0004301,20260128,2026-01-28 08:00:00,LH-005,12614.9,0.733,89.0,26.3,0,0.615,0,PI-SIM
CM-0004302,20260128,2026-01-28 08:00:00,LH-006,15062.6,0.73,87.7,48.1,0,0.545,0,PI-SIM
CM-0004303,20260128,2026-01-28 08:00:00,LH-007,17354.2,0.823,92.4,32.7,0,0.52,0,PI-SIM
CM-0004304,20260128,2026-01-28 08:00:00,LH-008,9492.5,0.723,86.5,46.6,0,0.695,0,PI-SIM
